http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/areaLand
Distrito electoral de Ruma (Illinois),5.911e+07
"Ruma Precinct, Randolph County, Illinois",5.911e+07
Saint-Elphège,4.053e+07
"Saint-Elphège, Quebec",4.053e+07
Saint-Elzéar (La Nouvelle-Beauce),8.732e+07
Saint-Elzéar,8.732e+07
"Saint-Elzéar, Chaudière-Appalaches, Quebec",8.732e+07
Saint-Gérard-Majella,3.821e+07
Saint-Gérard-Majella,3.821e+07
"Saint-Gérard-Majella, Quebec",3.821e+07
Saint-Lucien (Québec),1.1141e+08
"Saint-Lucien, Quebec",1.1141e+08
"Municipio de St. Charles (condado de Floyd, Iowa)",1.65423e+08
Gmina St. Charles (Iowa),1.65423e+08
"Saint Charles Township, Floyd County, Iowa",1.65423e+08
"Municipio de St. Charles (condado de Floyd, Iowa)",1.6543e+08
Gmina St. Charles (Iowa),1.6543e+08
"Saint Charles Township, Floyd County, Iowa",1.6543e+08
Sainte-Hénédine,5.141e+07
Sainte-Hénédine,5.141e+07
"Sainte-Hénédine, Quebec",5.141e+07
ساينت بترونيل (كيبك),4.58e+06
Sainte-Pétronille,4.58e+06
"Sainte-Pétronille, Quebec",4.58e+06
Saints-Anges,6.903e+07
Saints-Anges,6.903e+07
"Saints-Anges, Quebec",6.903e+07
Sattley (California),5.30171e+06
"Sattley, California",5.30171e+06
Sattley (California),5.303e+06
"Sattley, California",5.303e+06
Sierraville (California),1.30017e+07
"Sierraville, California",1.30017e+07
Sierraville (California),1.3002e+07
"Sierraville, California",1.3002e+07
Smith Corner,569000.0
Smith Corner,569000.0
"Smith Corner, California",569000.0
Smith Corner,569797.0
Smith Corner,569797.0
"Smith Corner, California",569797.0
Soda Bay (California),3.328e+06
"Soda Bay, California",3.328e+06
Soda Bay (California),3.32813e+06
"Soda Bay, California",3.32813e+06
Distrito electoral de Sparta (Illinois),1.256e+08
"Sparta Precinct, Randolph County, Illinois",1.256e+08
"Municipio de Spirit Lake (condado de Dickinson, Iowa)",4.923e+07
Gmina Spirit Lake (Iowa),4.923e+07
"Spirit Lake Township, Dickinson County, Iowa",4.923e+07
"Municipio de Spirit Lake (condado de Dickinson, Iowa)",4.92357e+07
Gmina Spirit Lake (Iowa),4.92357e+07
"Spirit Lake Township, Dickinson County, Iowa",4.92357e+07
Distrito electoral de Steeleville (Illinois),5.544e+07
"Steeleville Precinct, Randolph County, Illinois",5.544e+07
Stevinson (California),2.92669e+06
"Stevinson, California",2.92669e+06
Stevinson (California),2.927e+06
"Stevinson, California",2.927e+06
Municipio Tecámac,1.5734e+08
Municipio de Tecámac,1.5734e+08
Tecámac,1.5734e+08
Tecámac,1.5734e+08
Текамак,1.5734e+08
特卡馬卡,1.5734e+08
Tecámac,1.5734e+08
Three Rocks (California),1.941e+06
"Three Rocks, California",1.941e+06
Three Rocks (California),1.94249e+06
"Three Rocks, California",1.94249e+06
Distrito electoral de Tilden (Illinois),5.812e+07
"Tilden Precinct, Randolph County, Illinois",5.812e+07
Tobique,2.724e+07
Tobique First Nation,2.724e+07
Municipio Tulum,2.04e+09
Tulum (municipio),2.04e+09
Tulum (municipalité),2.04e+09
Tulum (gemeente),2.04e+09
Tulum (Quintana Roo),2.04e+09
Тулум (муниципалитет),2.04e+09
Tulum (municipality),2.04e+09
Tête-à-la-Baleine,9.19e+06
"Tête-à-la-Baleine, Quebec",9.19e+06
Union Deposit (Pensilvania),780000.0
"Union Deposit, Pennsylvania",780000.0
فالي ويلز (كاليفورنيا),2.7632e+07
Valley Wells (California),2.7632e+07
"Valley Wells, California",2.7632e+07
فالي ويلز (كاليفورنيا),2.76326e+07
Valley Wells (California),2.76326e+07
"Valley Wells, California",2.76326e+07
Wabeno,6.27036e+06
"Wabeno (condado de Forest, Wisconsin)",6.27036e+06
"Wabeno (CDP), Wisconsin",6.27036e+06
Distrito electoral de Walsh (Illinois),6.92e+07
"Walsh Precinct, Randolph County, Illinois",6.92e+07
West Decatur,3.6e+06
"West Decatur, Pennsylvania",3.6e+06
Distrito electoral de Wine Hill (Illinois),7.154e+07
"Wine Hill Precinct, Randolph County, Illinois",7.154e+07
Beach Cities,3.01475e+07
Beach Cities,3.01475e+07
Beach Cities,3.017e+07
Beach Cities,3.017e+07
Unassigned Lands,7.63787e+09
إيفالي,1.9298e+07
Ivalee (Alabama),1.9298e+07
"Ivalee, Alabama",1.9298e+07
أباندا,7.764e+06
Abanda (Alabama),7.764e+06
"Abanda, Alabama",7.764e+06
أباندا,7.76478e+06
Abanda (Alabama),7.76478e+06
"Abanda, Alabama",7.76478e+06
"Albrightsville, Pennsylvania",2.61e+06
Bakerstown,5.6e+06
"Bakerstown, Pennsylvania",5.6e+06
بولبلي,6.07741e+07
Ballplay,6.07741e+07
"Ballplay, Alabama",6.07741e+07
Barclay (Nueva Jersey),4.29679e+06
"Barclay, New Jersey",4.29679e+06
Barclay (Nueva Jersey),4.297e+06
"Barclay, New Jersey",4.297e+06
Basankusu (territoire),2.1239e+10
Basankusu Territory,2.1239e+10
Beech Mountain Lakes,5.6e+06
"Beech Mountain Lakes, Pennsylvania",5.6e+06
Beecher Falls,3.26856e+06
"Beecher Falls, Vermont",3.26856e+06
Belleplain,1.915e+07
"Belleplain, New Jersey",1.915e+07
Belleplain,1.91504e+07
"Belleplain, New Jersey",1.91504e+07
"Belvoir Township, Pitt County, North Carolina",1.418e+08
Bibo (Nuevo México),2.314e+07
"Bibo, New Mexico",2.314e+07
Blacklake,2.70654e+06
"Blacklake, California",2.70654e+06
Blacklake,2.708e+06
"Blacklake, California",2.708e+06
"Municipio de Bowcreek (condado de Sheridan, Kansas)",1.86065e+08
"Bowcreek Township, Sheridan County, Kansas",1.86065e+08
برانتليفيل,5.60991e+06
Brantleyville,5.60991e+06
"Brantleyville, Alabama",5.60991e+06
بريسفوا كوف,2.80832e+07
Bristow Cove (Alabama),2.80832e+07
"Bristow Cove, Alabama",2.80832e+07
Brock Hall,3.53e+07
"Brock Hall, Maryland",3.53e+07
Burchinal (Iowa),199429.0
"Burchinal, Iowa",199429.0
Carbonville (Utah),1.44e+07
"Carbonville, Utah",1.44e+07
كارليسل-روكليدج,4.19293e+07
Carlisle-Rockledge (Alabama),4.19293e+07
"Carlisle-Rockledge, Alabama",4.19293e+07
Cedar Ridge,2.0172e+07
"Cedar Ridge, Tuolumne County, California",2.0172e+07
Cedar Ridge,2.01734e+07
"Cedar Ridge, Tuolumne County, California",2.01734e+07
Cedar Slope,1.80004e+06
Cedar Slope,1.80004e+06
"Cedar Slope, California",1.80004e+06
Central Adams (Dakota del Norte),1.8626e+08
"Central Adams, North Dakota",1.8626e+08
كواتس بيند,2.21444e+07
Coats Bend (Alabama),2.21444e+07
"Coats Bend, Alabama",2.21444e+07
كولين دو باسك (كيبك),8.2007e+08
Collines-du-Basque,8.2007e+08
"Collines-du-Basque, Quebec",8.2007e+08
كوليه ديز أدولف (كيبك),8.768e+07
Coulée-des-Adolphe,8.768e+07
Coulée-des-Adolphe,8.768e+07
"Crestmore Heights, California",745000.0
Crestmore Heights,745000.0
Crestmore Heights,745000.0
"Crestmore Heights, California",745917.0
Crestmore Heights,745917.0
Crestmore Heights,745917.0
كولومبورغ,1.38435e+07
Cullomburg (Alabama),1.38435e+07
"Cullomburg, Alabama",1.38435e+07
"Dogtown, San Joaquin County, California",3.3584e+07
"Dogtown, San Joaquin County, California",3.35844e+07
دونافانت,4.58635e+07
Dunnavant (Alabama),4.58635e+07
"Dunnavant, Alabama",4.58635e+07
East Adams (Dakota del Norte),5.584e+08
"East Adams, North Dakota",5.584e+08
East Barre,6.92e+06
"East Barre, Vermont",6.92e+06
East Burke,1.35974e+06
"East Burke, Vermont",1.35974e+06
East Middlebury,1.8363e+06
"East Middlebury, Vermont",1.8363e+06
"East Nicolaus, California",1.1885e+07
"East Nicolaus, California",1.18855e+07
East Tulare Villa,1.248e+06
East Tulare Villa,1.248e+06
"East Tulare Villa, California",1.248e+06
East Tulare Villa,1.24837e+06
East Tulare Villa,1.24837e+06
"East Tulare Villa, California",1.24837e+06
Egypt (Alabama),2.3341e+07
"Egypt, Etowah County, Alabama",2.3341e+07
Ellisburg (Nueva Jersey),2.34394e+06
"Ellisburg, New Jersey",2.34394e+06
Ellisburg (Nueva Jersey),2.344e+06
"Ellisburg, New Jersey",2.344e+06
إيميرالد ماونتن,4.16677e+07
Emerald Mountain (Alabama),4.16677e+07
"Emerald Mountain, Alabama",4.16677e+07
Fish Lake (Minnesota),2.36466e+06
"Fish Lake, Minnesota",2.36466e+06
Fruitridge Pocket,1.57471e+06
"Fruitridge Pocket, California",1.57471e+06
Fruitridge Pocket,1.575e+06
"Fruitridge Pocket, California",1.575e+06
Garden Farms,2.83086e+06
"Garden Farms, California",2.83086e+06
Garden Farms,2.832e+06
"Garden Farms, California",2.832e+06
Greensboro Bend,5.72387e+06
"Greensboro Bend, Vermont",5.72387e+06
"Greenspring, Baltimore",585337.0
Greenview (Virginia Occidental),2.55373e+06
"Greenview, West Virginia",2.55373e+06
غلف كريست,3.92124e+06
Gulfcrest (Alabama),3.92124e+06
"Gulfcrest, Alabama",3.92124e+06
Hackneyville (Alabama),2.32141e+07
"Hackneyville, Alabama",2.32141e+07
Hainesburg,401448.0
"Hainesburg, New Jersey",401448.0
Hainesburg,402000.0
"Hainesburg, New Jersey",402000.0
"Harwick, Pennsylvania",1.1e+06
Hatton (Alabama),3.45245e+06
"Hatton, Lawrence County, Alabama",3.45245e+06
"Hawkins Point, Baltimore",6.78059e+06
هايلاند ليكس,9.47677e+06
Highland Lakes (Alabama),9.47677e+06
"Highland Lakes, Alabama",9.47677e+06
هيسوب,4.72828e+07
Hissop (Alabama),4.72828e+07
"Hissop, Alabama",4.72828e+07
هوليس كروسرودس,3.22609e+07
Hollis Crossroads,3.22609e+07
"Hollis Crossroads, Alabama",3.22609e+07
Homestead Valley,8.7751e+07
"Homestead Valley, San Bernardino County, California",8.7751e+07
Homestead Valley,8.77514e+07
"Homestead Valley, San Bernardino County, California",8.77514e+07
هنترزبزينت (كيبك),1.22e+06
Hunter's Point,1.22e+06
"Hunter's Point, Quebec",1.22e+06
Indio Hills,5.5715e+07
Indio Hills,5.5715e+07
"Indio Hills, California",5.5715e+07
Indio Hills,5.57158e+07
Indio Hills,5.57158e+07
"Indio Hills, California",5.57158e+07
Kegaska,4.1e+06
Kegaska,4.1e+06
"Kegashka, Quebec",4.1e+06
Kennedy Meadows,1.5081e+07
Kennedy Meadows,1.5081e+07
"Kennedy Meadows, California",1.5081e+07
Kennedy Meadows,1.50815e+07
Kennedy Meadows,1.50815e+07
"Kennedy Meadows, California",1.50815e+07
"Municipio de Kenneth (condado de Sheridan, Kansas)",9.25662e+07
"Kenneth Township, Sheridan County, Kansas",9.25662e+07
لاك ألفرد (كيبك),7.721e+07
Lac-Alfred,7.721e+07
"Lac-Alfred, Quebec",7.721e+07
لاك كاسولت (كيبك),1.46808e+09
Lac-Casault,1.46808e+09
"Lac-Casault, Quebec",1.46808e+09
لاك ماتابيديا (كيبك),7.185e+07
Lac-Matapédia,7.185e+07
"Lac-Matapédia, Quebec",7.185e+07
Lake California,1.6304e+07
"Lake California, California",1.6304e+07
Lake California,1.6305e+07
"Lake California, California",1.6305e+07
Lake Riverside,1.8629e+07
Lake Riverside,1.8629e+07
"Lake Riverside, California",1.8629e+07
Lake Riverside,1.86298e+07
Lake Riverside,1.86298e+07
"Lake Riverside, California",1.86298e+07
"Municipio de Lees Creek (condado de Washington, Arkansas)",8.57286e+07
"Lee's Creek Township, Washington County, Arkansas",8.57286e+07
Lemon Hill,4.213e+06
"Lemon Hill, California",4.213e+06
Lemon Hill,4.21391e+06
"Lemon Hill, California",4.21391e+06
Linnell Camp,303000.0
Linnell Camp,303000.0
"Linnell Camp, California",303000.0
Linnell Camp,303029.0
Linnell Camp,303029.0
"Linnell Camp, California",303029.0
Municipio de Litteral (Arkansas),2.92669e+07
"Litteral Township, Washington County, Arkansas",2.92669e+07
مالكولم,6.10978e+06
Malcolm (Alabama),6.10978e+06
"Malcolm, Alabama",6.10978e+06
Marksboro,828000.0
"Marksboro, New Jersey",828000.0
Marksboro,828796.0
"Marksboro, New Jersey",828796.0
Marlboro Meadows,1.58e+07
"Marlboro Meadows, Maryland",1.58e+07
Marlboro Village,1e+07
"Marlboro Village, Maryland",1e+07
McClenney Tract,1.595e+06
McClenney Tract,1.595e+06
"McClenney Tract, California",1.595e+06
McClenney Tract,1.59543e+06
McClenney Tract,1.59543e+06
"McClenney Tract, California",1.59543e+06
McKnightstown,2.3e+06
"McKnightstown, Pennsylvania",2.3e+06
Mead Valley,4.96475e+07
Mead Valley,4.96475e+07
"Mead Valley, California",4.96475e+07
Mead Valley,4.9648e+07
Mead Valley,4.9648e+07
"Mead Valley, California",4.9648e+07
"Mechanic Falls, Maine",1.77e+07
ميكانيك فالس (مين),1.77e+07
Mechanic Falls,1.77e+07
Mechanic Falls (Maine),1.77e+07
Mechanic Falls,1.77e+07
Mechanic Falls (Maine),1.77e+07
"Mechanic Falls, Maine",2.84899e+07
ميكانيك فالس (مين),2.84899e+07
Mechanic Falls,2.84899e+07
Mechanic Falls (Maine),2.84899e+07
Mechanic Falls,2.84899e+07
Mechanic Falls (Maine),2.84899e+07
ميغارجيل,1.78191e+06
Megargel (Alabama),1.78191e+06
"Megargel, Alabama",1.78191e+06
Melwood (Maryland),7.3e+06
"Melwood, Maryland",7.3e+06
"Municipio de Middle Fork II (condado de Forsyth, Carolina del Norte)",1.62988e+07
"Middle Fork II Township, Forsyth County, North Carolina",1.62988e+07
"Municipio de Middle Fork I (condado de Forsyth, Carolina del Norte)",6.3118e+06
"Middle Fork I Township, Forsyth County, North Carolina",6.3118e+06
ميلرفيل,1.73503e+07
Millerville (Alabama),1.73503e+07
"Millerville, Alabama",1.73503e+07
مونت ألبرت (كيبك),3.47044e+09
Mont-Albert,3.47044e+09
"Mont-Albert, Quebec",3.47044e+09
مونت ألكساندر (كيبك),1.80221e+09
Mont-Alexandre,1.80221e+09
"Mont-Alexandre, Quebec",1.80221e+09
Monterey Park Tract,121729.0
"Monterey Park Tract, California",121729.0
Monterey Park Tract,122000.0
"Monterey Park Tract, California",122000.0
موريسن كروسرودس,1.34446e+07
Morrison Crossroads (Alabama),1.34446e+07
"Morrison Crossroads, Alabama",1.34446e+07
مونت أوليف (ألاباما),2.15461e+07
"Mount Olive (condado de Coosa, Alabama)",2.15461e+07
"Mount Olive, Coosa County, Alabama",2.15461e+07
Mountain Gate,1.5775e+07
"Mountain Gate, California",1.5775e+07
Mountain Gate,1.57756e+07
"Mountain Gate, California",1.57756e+07
موفيكو,2.02796e+06
Movico (Alabama),2.02796e+06
"Movico, Alabama",2.02796e+06
نانسز كريك,1.50427e+07
Nances Creek (Alabama),1.50427e+07
"Nances Creek, Alabama",1.50427e+07
Neibert (Virginia Occidental),1.58507e+06
"Neibert, West Virginia",1.58507e+06
Nett Lake (Minnesota),4.45737e+06
"Nett Lake (CDP), Minnesota",4.45737e+06
North Hartland,2.6e+06
"North Hartland, Vermont",2.6e+06
Oak Shores (California),1.31183e+07
"Oak Shores, California",1.31183e+07
Oak Shores (California),1.3119e+07
"Oak Shores, California",1.3119e+07
Pajaro Dunes,6.63555e+06
Pajaro Dunes (California),6.63555e+06
"Pajaro Dunes, California",6.63555e+06
Pajaro Dunes,6.637e+06
Pajaro Dunes (California),6.637e+06
"Pajaro Dunes, California",6.637e+06
Phoenix Lake (California),2.85158e+07
"Phoenix Lake, California",2.85158e+07
Phoenix Lake (California),2.8516e+07
"Phoenix Lake, California",2.8516e+07
Poso Park (California),113000.0
Poso Park,113000.0
"Poso Park, California",113000.0
Poso Park (California),113959.0
Poso Park,113959.0
"Poso Park, California",113959.0
Proctorsville,7.4e+06
"Proctorsville, Vermont",7.4e+06
"Queenland, Maryland",1.26e+07
Querévalo,3.45e+07
Querevalo,3.45e+07
Querévalo,3.45e+07
ريل تاون,1.95466e+07
Reeltown (Alabama),1.95466e+07
Reeltown,1.95466e+07
"Reeltown, Alabama",1.95466e+07
"Reisterstown Station, Baltimore",1.45816e+06
Municipio de Rheas Mill (Arkansas),4.19578e+07
"Rhea's Mill Township, Washington County, Arkansas",4.19578e+07
Rivière-Bonaventure,3.05746e+09
"Rivière-Bonaventure, Quebec",3.05746e+09
Rivière-Bonjour,1.68179e+09
"Rivière-Bonjour, Quebec",1.68179e+09
Rivière-Nouvelle,1.08804e+09
"Rivière-Nouvelle, Quebec",1.08804e+09
Rivière-Patapédia-Est,1.597e+07
"Rivière-Patapédia-Est, Quebec",1.597e+07
Rivière-Saint-Jean (La Côte-de-Gaspé),1.75146e+09
"Rivière-Saint-Jean, Gaspésie–Îles-de-la-Madeleine, Quebec",1.75146e+09
Rivière-Vaseuse,2.7551e+08
"Rivière-Vaseuse, Quebec",2.7551e+08
Rodriguez Camp (California),681167.0
Rodriguez Camp,681167.0
"Rodriguez Camp, California",681167.0
Rodriguez Camp (California),682000.0
Rodriguez Camp,682000.0
"Rodriguez Camp, California",682000.0
Distrito electoral de Rosiclare (Illinois),1.63351e+07
"Rosiclare Precinct, Hardin County, Illinois",1.63351e+07
"Rossmore, West Virginia",1.61356e+06
Ruisseau-Ferguson,6.8007e+08
"Ruisseau-Ferguson, Quebec",6.8007e+08
Ruisseau-des-Mineurs,9.0899e+08
"Ruisseau-des-Mineurs, Quebec",9.0899e+08
"Saint Agnes, Baltimore",253819.0
Sequoia Crest (California),2.64697e+06
Sequoia Crest,2.64697e+06
"Sequoia Crest, California",2.64697e+06
Sequoia Crest (California),2.647e+06
Sequoia Crest,2.647e+06
"Sequoia Crest, California",2.647e+06
شول كريك,1.29655e+07
Shoal Creek (Alabama),1.29655e+07
"Shoal Creek, Alabama",1.29655e+07
Sierra Brooks (California),3.54828e+06
"Sierra Brooks, California",3.54828e+06
Sierra Brooks (California),3.549e+06
"Sierra Brooks, California",3.549e+06
سيمس تشابل,1.47707e+07
Sims Chapel (Alabama),1.47707e+07
"Sims Chapel, Alabama",1.47707e+07
Spring Valley Lake (California),7.689e+06
"Spring Valley Lake, California",7.689e+06
Spring Valley Lake (California),7.68967e+06
"Spring Valley Lake, California",7.68967e+06
"Municipio de Springbrook (condado de Sheridan, Kansas)",2.78735e+08
"Springbrook Township, Sheridan County, Kansas",2.78735e+08
Stewartville (Alabama),6.25223e+07
"Stewartville, Coosa County, Alabama",6.25223e+07
Terminous (California),2.53042e+06
"Terminous, California",2.53042e+06
Terminous (California),2.531e+06
"Terminous, California",2.531e+06
تيبي,4.53248e+06
Tibbie (Alabama),4.53248e+06
"Tibbie, Alabama",4.53248e+06
تيدمور بند,2.49545e+07
Tidmore Bend (Alabama),2.49545e+07
"Tidmore Bend, Alabama",2.49545e+07
Timber Cove (California),1.4636e+07
"Timber Cove, California",1.4636e+07
Timber Cove (California),1.4637e+07
"Timber Cove, California",1.4637e+07
Tonyville (California),129499.0
Tonyville (Californie),129499.0
"Tonyville, California",129499.0
Tonyville (California),131000.0
Tonyville (Californie),131000.0
"Tonyville, California",131000.0
Tooleville (California),173000.0
Tooleville,173000.0
"Tooleville, California",173000.0
Tooleville (California),173529.0
Tooleville,173529.0
"Tooleville, California",173529.0
"Municipio 1 (condado de Benton, Arkansas)",8.70236e+07
"Township 1, Benton County, Arkansas",8.70236e+07
Valley Bend (Virginia Occidental),3.6467e+06
"Valley Bend, Randolph County, West Virginia",3.6467e+06
Vista Santa Rosa,4.1753e+07
Vista Santa Rosa (California),4.1753e+07
"Vista Santa Rosa, California",4.1753e+07
Vista Santa Rosa,4.17532e+07
Vista Santa Rosa (California),4.17532e+07
"Vista Santa Rosa, California",4.17532e+07
"Wanamie, Pennsylvania",2.54078e+06
Websterville,4.3e+06
"Websterville, Vermont",4.3e+06
ويغوفكا,2.13985e+07
Weogufka (Alabama),2.13985e+07
"Weogufka, Alabama",2.13985e+07
West Adams (Dakota del Norte),1.732e+08
"West Adams, North Dakota",1.732e+08
White Plains (Alabama),3.31881e+07
"White Plains, Calhoun County, Alabama",3.31881e+07
وايتسبورو,4.52834e+07
Whitesboro (Alabama),4.52834e+07
"Whitesboro, Alabama",4.52834e+07
Winneway,480000.0
"Winneway, Quebec",480000.0
"Wolf Summit, West Virginia",942756.0
Saint-Philippe (Quebec),6.207e+07
Saint-Philippe (Québec),6.207e+07
"Saint-Philippe, Quebec",6.207e+07
Minganie–Le Golfe-du-Saint-Laurent,9.94577e+10
Minganie—Le Golfe-du-Saint-Laurent,9.94577e+10
"Tullahoma, Tennessee micropolitan area",2.88266e+09
Rural Municipality of Rudy No. 284,8.1386e+08
Rural Municipality of St. Peter No. 369,8.2322e+08
St. Philips No 301,6.5579e+08
Rural Municipality of St. Philips No. 301,6.5579e+08
Turabo,1.41931e+07
Adair (Illinois),1.11e+06
"Adair, Illinois",1.11e+06
Adair (Illinois),1.11369e+06
"Adair, Illinois",1.11369e+06
"Municipio de Adair (condado de Camden, Misuri)",2.54958e+08
"Adair Township, Camden County, Missouri",2.54958e+08
"Municipio de Adair (condado de Camden, Misuri)",2.5496e+08
"Adair Township, Camden County, Missouri",2.5496e+08
"Addison, Vermont",1.08003e+08
أديسون (فيرمونت),1.08003e+08
Addison (Vermont),1.08003e+08
Addison (Vermont),1.08003e+08
Addison (Vermont),1.08003e+08
Addison (Vermont),1.08003e+08
Addison (Vermont),1.08003e+08
"Addison, Vermont",1.081e+08
أديسون (فيرمونت),1.081e+08
Addison (Vermont),1.081e+08
Addison (Vermont),1.081e+08
Addison (Vermont),1.081e+08
Addison (Vermont),1.081e+08
Addison (Vermont),1.081e+08
"Addison Township, Cass County, North Dakota",9.34e+07
Municipio de Addison (Dakota del Norte),9.34e+07
"Addison Township, Cass County, North Dakota",9.34986e+07
Municipio de Addison (Dakota del Norte),9.34986e+07
"Addison Township, DuPage County, Illinois",8.22062e+07
"Municipio de Addison (condado de DuPage, Illinois)",8.22062e+07
"Municipio de Addison (condado de Gallia, Ohio)",7.07e+07
"Addison Township, Gallia County, Ohio",7.07e+07
"Municipio de Addison (condado de Gallia, Ohio)",7.07067e+07
"Addison Township, Gallia County, Ohio",7.07067e+07
"Addison Township, Knox County, Nebraska",9.26957e+07
"Municipio de Addison (condado de Knox, Nebraska)",9.26957e+07
"Addison Township, Knox County, Nebraska",9.271e+07
"Municipio de Addison (condado de Knox, Nebraska)",9.271e+07
"Addison Township, Shelby County, Indiana",7.18204e+07
"Municipio de Addison (condado de Shelby, Indiana)",7.18204e+07
"Adell Township, Sheridan County, Kansas",1.39833e+08
Municipio de Adell,1.39833e+08
Advance (Míchigan),7.04e+06
Advance (Michigan),7.04e+06
"Advance, Michigan",7.04e+06
"Advance, North Carolina",1.85e+07
Advance (Carolina del Norte),1.85e+07
Advance (Caroline du Nord),1.85e+07
"Afton Township, Brookings County, South Dakota",9.24e+07
"Municipio de Afton (condado de Brookings, Dakota del Sur)",9.24e+07
"Afton Township, Brookings County, South Dakota",9.24626e+07
"Municipio de Afton (condado de Brookings, Dakota del Sur)",9.24626e+07
"Afton Township, DeKalb County, Illinois",9.09345e+07
Municipio de Afton (Illinois),9.09345e+07
"Afton Township, Sanborn County, South Dakota",8.93e+07
"Municipio de Afton (condado de Sanborn, Dakota del Sur)",8.93e+07
"Afton Township, Sanborn County, South Dakota",8.93546e+07
"Municipio de Afton (condado de Sanborn, Dakota del Sur)",8.93546e+07
"Afton Township, Sedgwick County, Kansas",9.14e+07
Municipio de Afton (Kansas),9.14e+07
"Afton Township, Sedgwick County, Kansas",9.14266e+07
Municipio de Afton (Kansas),9.14266e+07
"Agua Dulce, California",5.91424e+07
Agua Dulce (California),5.91424e+07
Agua Dulce (Californie),5.91424e+07
Agua Dulce (Califórnia),5.91424e+07
"Agua Dulce, California",5.9144e+07
Agua Dulce (California),5.9144e+07
Agua Dulce (Californie),5.9144e+07
Agua Dulce (Califórnia),5.9144e+07
"Alberton, Ontario",1.1543e+08
Alberton (Ontario),1.1543e+08
"Municipio de Albion (condado de Barton, Kansas)",9.38094e+07
"Albion Township, Barton County, Kansas",9.38094e+07
阿爾比恩鎮區 (巴頓縣),9.38094e+07
"Municipio de Albion (condado de Barton, Kansas)",9.381e+07
"Albion Township, Barton County, Kansas",9.381e+07
阿爾比恩鎮區 (巴頓縣),9.381e+07
"Municipio de Albion (condado de Butler, Iowa)",9.30842e+07
アルビオン郡区 (アイオワ州バトラー郡),9.30842e+07
"Albion Township, Butler County, Iowa",9.30842e+07
Gmina Albion (hrabstwo Butler),9.30842e+07
"Municipio de Albion (condado de Butler, Iowa)",9.309e+07
アルビオン郡区 (アイオワ州バトラー郡),9.309e+07
"Albion Township, Butler County, Iowa",9.309e+07
Gmina Albion (hrabstwo Butler),9.309e+07
Municipio de Albion (Indiana),9.94555e+06
"Albion Township, Noble County, Indiana",9.94555e+06
ألدن,4.42888e+06
Alden (Iowa),4.42888e+06
Alden (Iowa),4.42888e+06
"Alden, Iowa",4.42888e+06
Alden (Iowa),4.42888e+06
Alden (Iowa),4.42888e+06
Alden (Iowa),4.42888e+06
ألدن,4.43e+06
Alden (Iowa),4.43e+06
Alden (Iowa),4.43e+06
"Alden, Iowa",4.43e+06
Alden (Iowa),4.43e+06
Alden (Iowa),4.43e+06
Alden (Iowa),4.43e+06
"Municipio de Alden (condado de Hand, Dakota del Sur)",9.21e+07
"Alden Township, Hand County, South Dakota",9.21e+07
"Municipio de Alden (condado de McHenry, Illinois)",8.65315e+07
"Alden Township, McHenry County, Illinois",8.65315e+07
Alexander Township (Ohio),9.6e+07
"Municipio de Alexander (condado de Athens, Ohio)",9.6e+07
"Alexander Township, Athens County, Ohio",9.6e+07
"Arcadia, Florida",1.057e+07
أركاديا (فلوريدا),1.057e+07
Arcadia (Florida),1.057e+07
Arcadia (Florida),1.057e+07
Arcadia (Floride),1.057e+07
Arcadia (Florida),1.057e+07
Arcadia (Florida),1.057e+07
Arcadia (Floryda),1.057e+07
Arcadia (Flórida),1.057e+07
阿卡迪亚 (佛罗里达州),1.057e+07
Arcadia (Carolina del Sur),5.074e+06
"Arcadia, South Carolina",5.074e+06
"Arcadia, Tennessee",6.96707e+06
بلدة أركاديا (مقاطعة لابير),9.14266e+07
"Municipio de Arcadia (condado de Lapeer, Míchigan)",9.14266e+07
"Arcadia Township, Lapeer County, Michigan",9.14266e+07
بلدة أركاديا (مقاطعة لابير),9.15e+07
"Municipio de Arcadia (condado de Lapeer, Míchigan)",9.15e+07
"Arcadia Township, Lapeer County, Michigan",9.15e+07
بلدة أركاديا (مقاطعة مانيستي),4.81738e+07
"Municipio de Arcadia (condado de Manistee, Míchigan)",4.81738e+07
"Arcadia Township, Manistee County, Michigan",4.81738e+07
بلدة أركاديا (مقاطعة مانيستي),4.82e+07
"Municipio de Arcadia (condado de Manistee, Míchigan)",4.82e+07
"Arcadia Township, Manistee County, Michigan",4.82e+07
أسكوت كورنر (كيبك),8.247e+07
"Ascot Corner, Quebec",8.247e+07
Ascot Corner,8.247e+07
"Municipio de Ash Grove (condado de Iroquois, Illinois)",1.58067e+08
"Ash Grove Township, Iroquois County, Illinois",1.58067e+08
"Barnstable, Massachusetts",1.549e+08
بارنستابل,1.549e+08
Barnstable,1.549e+08
Barnstable (Massachusetts),1.549e+08
Barnstable (Massachusetts),1.549e+08
Barnstable (Massachusetts),1.549e+08
バーンスタブル (マサチューセッツ州),1.549e+08
Barnstable,1.549e+08
Barnstable (Massachusetts),1.549e+08
Barnstable (Massachusetts),1.549e+08
巴恩斯特布尔 (马萨诸塞州),1.549e+08
بير ريفر (وايومنغ),4.92e+06
Bear River (Wyoming),4.92e+06
"Bear River, Wyoming",4.92e+06
Бэр-Ривер (Вайоминг),4.92e+06
