http://dbpedia.org/ontology/MountainRange,http://dbpedia.org/ontology/elevation
Pré-Alpes de Garda,2254.0
加達山脈,2254.0
Nonsberg Group,2434.0
Nonsberggruppe,2434.0
Massif de Non,2434.0
Alpi della Val di Non,2434.0
Alpi della Val di Non,2434.0
Alpes do Vale de Non,2434.0
Oderberge,680.0
Góry Odrzańskie,680.0
Oderské vrchy,680.0
Selter (Höhenzug),395.0
Selter (hills),395.0
Sierra de Guara,2077.0
Sierra de Guara,2077.0
Sierra de Guara,2077.0
瓜拉山脈,2077.0
Sierra de Guara,2077.0
Großer Balkan,1880.0
Uly Balkan,1880.0
Большой Балхан,1880.0
Uly Balkan,1880.0
Sierra de Agua Dulce,869.0
Agua Dulce Mountains,869.0
Aldrich Mountains,1889.0
Bellenden Ker Range,1622.0
Bellenden Ker Range,1622.0
Cardwell Hills,595.0
Coleman Hills,1555.0
Connley Hills,1606.0
Cottonwood Mountain,1974.0
Crooked Creek Range,1282.0
Crowcamp Hills,1708.0
Macizo de Caliman,2102.0
Góry Kelimeńskie,2102.0
Келиманские горы,2102.0
Călimani Mountains,2102.0
Farley Hills,1226.0
Gage Range,830.0
Grampian Hills,1840.0
Greenhorn Mountains (Oregon),2469.0
Hagerhorst Mountains,2067.0
Hot Spring Hills,1446.0
Mutton Mountains,1247.0
Oregon Canyon Mountains,1962.0
Paulina Mountains,2429.0
Rogue River Range,733.0
Sage Hen Hills,1851.0
Sand Hills (Oregon),1275.0
Sheepshead Mountains,1704.0
Sierra Mágina,2167.0
馬希納山脈,2167.0
Sierra Mágina,2167.0
Acantilados de Vixía Herbeira,621.0
Vixía Herbeira,621.0
Whiskey Hills,1681.0
Sierra La Culata,4737.0
Sierra de la Culata,4737.0
Sierra de la Culata,4737.0
Gibraltar Range,1170.0
Gibraltar Range,1170.0
Dagouein Mountain,1124.0
Garhjat Hills,1187.0
Cordillera Raura,5685.0
Cordillera Raura,5685.0
勞拉山脈,5685.0
Raura mountain range,5685.0
Waputik Mountains,3295.0
Zabarwan Range,3966.0
Cordillera de Guaniguanico,699.0
Cordillère de Guaniguanico,699.0
Гуанигуанико,699.0
Guaniguanico,699.0
Niyamgiri,1509.0
Hindu Kush,7708.0
هندوكوش,7708.0
Hindukusch,7708.0
Hindú Kush,7708.0
Hindou Kouch,7708.0
Hindu Kush,7708.0
ヒンドゥークシュ山脈,7708.0
Hindoekoesj,7708.0
Hindukusz,7708.0
Indocuche,7708.0
Гиндукуш,7708.0
興都庫什山脈,7708.0
Ural Mountains,1895.0
جبال الأورال,1895.0
Ural,1895.0
Montes Urales,1895.0
Oural,1895.0
Urali,1895.0
ウラル山脈,1895.0
Oeral (gebergte),1895.0
Ural,1895.0
Montes Urais,1895.0
Уральские горы,1895.0
乌拉尔山脉,1895.0
Apennine Mountains,2912.0
أبينيني,2912.0
Apennin,2912.0
Apeninos,2912.0
Apennins,2912.0
Appennini,2912.0
Apennijnen,2912.0
アペニン山脈,2912.0
Apeniny,2912.0
Apeninos,2912.0
Апеннины,2912.0
亚平宁山脉,2912.0
Boundary Ranges,3090.0
Boundary Ranges,3090.0
Chaînons Boundary,3090.0
Bristol Mountains,1030.0
Bull Run Mountains (Nevada),2791.0
Challenger Mountains,2225.0
Montañas Challenger,2225.0
Monts Challenger,2225.0
Challenger Mountains,2225.0
Chiltern Hills,267.0
Chiltern Hills,267.0
Chilterns,267.0
Chiltern Hills,267.0
チルターン丘陵,267.0
Chiltern Hills,267.0
Chiltern Hills,267.0
Chilterns,267.0
Чилтерн-Хилс,267.0
奇爾特恩丘陵,267.0
Churchill Mountains,3205.0
Churchill Mountains,3205.0
Monts Churchill,3205.0
邱吉爾山脈,3205.0
Ellsworth Mountains,4892.0
Ellsworthgebirge,4892.0
Montes Ellsworth,4892.0
Monts Ellsworth,4892.0
エルスワース山脈,4892.0
Ellsworthgebergte,4892.0
Góry Ellswortha,4892.0
Montes Ellsworth,4892.0
Элсуэрт (горы),4892.0
埃爾斯沃思山脈,4892.0
Fry Mountains,1350.0
Groom Range,2819.0
Matthews Range,2688.0
馬修斯山脈,2688.0
جبل لبنان,3088.0
Mount Lebanon,3088.0
Libanon (Gebirge),3088.0
Cordillera del Líbano,3088.0
Mont Liban,3088.0
Monte Libano,3088.0
レバノン山脈,3088.0
Libanon (gebergte),3088.0
Liban (góry),3088.0
Monte Líbano,3088.0
Ливан (хребет),3088.0
黎巴嫩山,3088.0
Owen Stanley Range,4038.0
Owen-Stanley-Gebirge,4038.0
Cordillera de Owen Stanley,4038.0
Chaîne Owen Stanley,4038.0
Monti Owen Stanley,4038.0
オーエンスタンレー山脈,4038.0
Owen Stanley-gebergte,4038.0
Góry Owena Stanleya,4038.0
Cordilheira de Owen Stanley,4038.0
Оуэн-Стэнли (хребет),4038.0
歐文斯坦利山脈,4038.0
Richardson Mountains,1240.0
Richardson Mountains,1240.0
Góry Richardsona,1240.0
Ричардсон (хребет),1240.0
Sierra de las Nieves,1919.0
Sierra de las Nieves,1919.0
涅韋斯山脈,1919.0
Trinity Alps,2744.0
Whistler Range,2083.0
Witwatersrand,1913.0
Witwatersrand,1913.0
Witwatersrand,1913.0
Witwatersrand,1913.0
Witwatersrand,1913.0
ウィットウォーターズランド,1913.0
Witwatersrand,1913.0
Witwatersrand,1913.0
Witwatersrand,1913.0
Витватерсранд,1913.0
威特沃特斯兰德,1913.0
Tatra Mountains,2655.0
جبال تاترا,2655.0
Tatra (Gebirge),2655.0
Montes Tatras,2655.0
Tatras,2655.0
Monti Tatra,2655.0
タトラ山脈,2655.0
Tatra (gebergte),2655.0
Tatry,2655.0
Montanhas Tatra,2655.0
Татры,2655.0
塔特拉山脉,2655.0
Westerwald,656.5
Westerwald,656.5
Westerwald,656.5
Westerwald,656.5
Westerwald,656.5
Westerwald,656.5
Westerwald,656.5
Вестервальд,656.5
Westerwald,656.5
韋斯特林山,656.5
Caha Mountains,685.0
Caha,685.0
Caha,685.0
Tangra Mountains,1700.0
Montagne de Tangra,1700.0
Tangra Mountains,1700.0
騰格里山脈,1700.0
أدرار إيفوغاس,890.0
Adrar des Ifoghas,890.0
Adrar des Ifoghas,890.0
Adrar de los Iforas,890.0
Adrar des Ifoghas,890.0
Adrar degli Ifoghas,890.0
イフォガス山地,890.0
Adrar des Iforas,890.0
Adrar des Ifoghas,890.0
Адрар-Ифорас,890.0
伊福加斯山,890.0
Kopaonik,2017.0
Kopaonik,2017.0
Kopaonik,2017.0
Kopaonik (montagne),2017.0
Parco nazionale di Kopaonik,2017.0
Kopaonik (berg),2017.0
Kopaonik,2017.0
Kopaonik,2017.0
Копаоник (горы),2017.0
Lewis Hills,814.0
Lusatian Highlands,608.0
Lausitzer Bergland,608.0
Pogórze Łużyckie,608.0
Morvan,901.0
Morvan,901.0
Morvan,901.0
Morvan,901.0
Morvan,901.0
Morvan,901.0
Morvan,901.0
Морван,901.0
Mullaghareirk Mountains,408.0
Mullaghareirk Mountains,408.0
Mullaghareirk,408.0
Mullaghareirk Mountains,408.0
Alpi Biellesi,2600.0
Alpy Biellesi,2600.0
Biellese Alps,2600.0
Sierra del Lacandón,636.0
Sierra del Lacandón,636.0
Sierra del Lacandón,636.0
拉坎敦山脈,636.0
Mountains of the Iveragh Peninsula,784.0
Rajmahal Hills,250.0
Rajmahal Hills,250.0
Sliabh Mis,851.0
Montañas Slieve Mish,851.0
Slieve Mish,851.0
Slieve Mish Mountains,851.0
Slieve Mish,851.0
Slieve Miskish Mountains,490.0
Strážovské vrchy,1213.0
Strážov Mountains,1213.0
Monti di Strážov,1213.0
Góry Strażowskie,1213.0
Стражовске-Врхи,1213.0
Canadian Rockies,3954.0
Kanadische Rocky Mountains,3954.0
Montañas Rocosas de Canadá,3954.0
Montagne Rocciose Canadesi,3954.0
Rocheuses canadiennes,3954.0
カナディアン・ロッキー,3954.0
Canadian Rockies,3954.0
Canadian Rockies,3954.0
Канадские Скалистые горы,3954.0
Montanhas Rochosas Canadianas,3954.0
Rhön Mountains,950.0
رون (سلسلة جبال),950.0
Rhön,950.0
Rhön,950.0
Rhön,950.0
Monti Rhön,950.0
Rhön,950.0
Rhön,950.0
Rhön,950.0
Рён,950.0
倫山,950.0
Aravalli Range,1722.0
Aravalligebirge,1722.0
Aravalli,1722.0
Monti Aravalli,1722.0
アラーヴァリー山脈,1722.0
Aravalligebergte,1722.0
Arawali,1722.0
Аравали,1722.0
阿拉瓦利嶺,1722.0
Cordillera Huayhuash,6635.0
Cordillera Huayhuash,6635.0
Cordillera Huayhuash,6635.0
Cordillera Huayhuash,6635.0
Cordillère Huayhuash,6635.0
Cordillera Huayhuash,6635.0
Cordillera Huayhuash,6635.0
Кордильера-Уайуаш,6635.0
瓦伊瓦什山脈,6635.0
Dead Camel Mountains,1464.0
Müggelberge,114.7
Müggelberge,114.7
Müggelberge,114.7
Pah Rah Range,2547.0
Phetchabun Mountains,1794.0
Phetchabun-Gebirge,1794.0
Monti Phetchabun,1794.0
Phetchabunbergen,1794.0
Cordilheira de Petchabun,1794.0
碧差汶山脈,1794.0
Ötztal Alps,3774.0
Ötztaler Alpen,3774.0
Alpes de Ötztal,3774.0
Alpes de l'Ötztal,3774.0
Alpi Venoste,3774.0
Ötztaler Alpen,3774.0
Alpy Ötztalskie,3774.0
Эцтальские Альпы,3774.0
Alpes de Venoste,3774.0
奧茨塔爾阿爾卑斯山脈,3774.0
Borgtinderne,3265.0
Crown Prince Frederick Range,3256.0
Ejnar Mikkelsen Range,3282.0
Lemon Range,2514.0
Hengduan Shan,7556.0
Montañas Hengduan,7556.0
Hengduan Mountains,7556.0
Monti Hengduan,7556.0
Monts Hengduan,7556.0
横断山脈,7556.0
Hengduan Shan,7556.0
Hengduan Shan,7556.0
Сино-Тибетские горы,7556.0
横断山脉,7556.0
Jampui Hills,930.0
Mahoosuc Range,1270.0
Chaînon Mahoosuc,1270.0
Montes de León,2188.0
Montes de León,2188.0
Montes de León,2188.0
萊昂山脈,2188.0
Pohorje,1543.0
Bachergebirge,1543.0
Pohorje,1543.0
Pohorje,1543.0
Pohorje,1543.0
Pohorje (gebergte),1543.0
Pohorje,1543.0
Pohorje,1543.0
波霍爾耶山脈,1543.0
Premier Range,3516.0
الأطلس التلي,2308.0
Tellatlas,2308.0
Tell Atlas,2308.0
Atlas telliano,2308.0
Atlas tellien,2308.0
Atlante Telliano,2308.0
Atlas Tellski,2308.0
Телль-Атлас,2308.0
Atlas do Tell,2308.0
泰勒阿特拉斯山脈,2308.0
جبال بني شقران,932.0
Monts des Beni-Chougrane,932.0
Beni-Chougrane,932.0
جبل إيدوغ,1008.0
Edough,1008.0
Edough Massif,1008.0
جبل صغرو,2712.0
Jbel Sarhro,2712.0
Jbel Saghro,2712.0
Djebel Saghro,2712.0
Monte Jbel Saghro,2712.0
Jbel Saghro,2712.0
Jbel Saghro,2712.0
سلاسل الوقارتة,890.0
Ougarta-Berge,890.0
Chaînes d'Ougarta,890.0
Ougarta Range,890.0
Baumberge,187.6
Baumberge,187.6
Baumberge,187.6
Brandenberg Alps,2299.0
Brandenberger Alpen,2299.0
Alpes de Brandenberg,2299.0
Alpi di Brandenberg,2299.0
Brandenberger Alpen,2299.0
Rofan,2299.0
Alpes de Brandenberg,2299.0
勃蘭登堡阿爾卑斯山脈,2299.0
Bückeberg,375.0
Bückeberg,375.0
Erlspitzgruppe,2405.0
Erlspitzgroep,2405.0
Erlspitze Group,2405.0
Gleirsch-Halltal-Kette,2726.0
Gleirsch-Halltal-keten,2726.0
Gleirsch-Halltal Chain,2726.0
Hinterautal-Vomper-Kette,2749.0
Hinterautal-Vomper-keten,2749.0
Hinterautal-Vomper Chain,2749.0
Lechtal Alps,3036.0
Lechtaler Alpen,3036.0
Alpes de Lechtal,3036.0
Alpi della Lechtal,3036.0
Lechtaler Alpen,3036.0
Alpy Lechtalskie,3036.0
Alpes de Lechtal,3036.0
Moselberge,434.1
Moselle Hills,434.1
Inntalkette,2637.0
Nordkette,2637.0
Inndalketen,2637.0
Nordkette,2637.0
Soonwald,657.5
Soonwald,657.5
Wetterstein,2962.0
Wettersteingebirge,2962.0
Montes de Mieming y del Wetterstein,2962.0
Wetterstein,2962.0
Monti del Wetterstein,2962.0
Wettersteingebergte,2962.0
Wettersteingebirge,2962.0
Веттерштайн,2962.0
韋特施泰因山脈,2962.0
Zittau Mountains,792.6
Zittauer Gebirge,792.6
Monts de Zittau,792.6
Monti di Zittau,792.6
Циттауэр-Гебирге,792.6
Gutenstein Alps,1399.0
Gutensteiner Alpen,1399.0
Alpes de Gutenstein,1399.0
Prealpi Orientali della Bassa Austria,1399.0
Gutensteiner Alpen,1399.0
Pré-Alpes orientais da Baixa Áustria,1399.0
古滕施泰因阿爾卑斯山脈,1399.0
Heuchelberg,353.0
Heuchelberg,353.0
Heuchelberg,353.0
Pegu-Joma,1518.0
Пегу (хребет),1518.0
Pegu Range,1518.0
Salzburg Slate Alps,2117.0
Salzburger Schieferalpen,2117.0
Alpi Scistose Salisburghesi,2117.0
Salzburger Schieferalpen,2117.0
Alpes xistosos de Salisburgo,2117.0
薩爾斯堡板岩阿爾卑斯山脈,2117.0
Serra de São Mamede,1025.0
Sierra de São Mamede,1025.0
Serra de São Mamede,1025.0
Serra de São Mamede,1025.0
Supramonte,1463.0
Supramonte,1463.0
Supramonte,1463.0
Tahtalı-Gebirge,3075.0
Тахталыдаг,3075.0
Tahtalı Mountain Range,3075.0
Türnitzer Alpen,1400.0
Alpes de Türnitz,1400.0
Alpi di Türnitz,1400.0
Türnitzer Alpen,1400.0
Alpes de Turnitz,1400.0
蒂爾尼茨阿爾卑斯山脈,1400.0
Türnitz Alps,1400.0
Waldenburger Berge,522.8
Waldenburg Hills,522.8
Buocher Höhe,519.6
Buocher Höhe,519.6
Frickenhofer Höhe,565.4
Frickenhofer Höhe,565.4
Harthäuser Wald,334.0
Harthausen Forest,334.0
Külf,260.0
Külf,260.0
Nockberge,2441.0
Nock Mountains,2441.0
Sobretta-Gavia-Gruppe,3296.0
Sobretta-Gavia,3296.0
Gruppo Sobretta-Gavia,3296.0
Gruppo Sobretta-Gavia,3296.0
Sobretta-Gavia Group,3296.0
Tennen Mountains,2430.0
Tennengebirge,2430.0
Massif de Tennen,2430.0
Monti di Tennen,2430.0
Tennengebergte,2430.0
Tennengebirge,2430.0
滕嫩山脈,2430.0
Bedded Range,2157.0
Briones Hills,430.0
Burniston Range,2064.0
Burnt Hills,857.0
Call Mountains,1135.0
Campbell Hills,114.0
Casmalia Hills,222.0
Chalk Buttes,481.0
Cholame Hills,675.0
Chowchilla Mountains,1768.0
Ciervo Hills,1027.0
Confidence Hills,137.0
Cordillera Negra (Chile),1550.0
Cuyamaca Mountains,1985.0
Cuyamaca Mountains,1985.0
Domenigoni Mountains,631.0
Dominguez Hills (mountain range),61.0
Dougherty Hills,206.0
Dry Andes,6961.0
Dublin Hills,769.0
Eagle Hills,636.0
Elk Hills,374.0
Elkhorn Hills,848.0
English Hills,252.0
Fish Creek Mountains (California),712.0
Flynn Hills,308.0
Grapevine Hills,1001.0
Gravel Hills,965.0
Gravel Range,1101.0
Griswold Hills,785.0
Guijarral Hills,192.0
Hoodoo Hills,124.0
Horned Toad Hills,1042.0
Howson Range,2759.0
Ibex Hills,1263.0
Irish Hills (California),425.0
Jacalitos Hills,576.0
Jamul Mountains,496.0
Jamul Mountains,496.0
Kelsey Range,1733.0
Kettleman Hills,415.0
Kilgore Hills,1101.0
Kispiox Range,2096.0
Kit Fox Hills,270.2
Kreyenhagen Hills,1188.0
Larkspur Hills,1564.0
Las Aguilas Mountains,1004.0
Las Alturas,175.0
Las Colinas (California),216.0
Lava Mountains,1392.0
Little Mule Mountains,381.0
Little Piute Mountains,874.0
Little Signal Hills,413.0
Lompoc Hills,411.0
Long Buttes,950.0
Los Jinetes,380.0
Los Viejos,185.0
Maikal Hills,941.0
Merriam Mountains,423.0
Mineral Range,1083.0
Mitchel Range,863.0
Mopah Range,923.0
New Range,3012.0
North Pinyon Mountains,1079.0
Ogilby Hills,128.0
Old Dad Mountains,884.0
Sierra de Palo Verde,285.0
Palo Verde Mountains,285.0
Panhandle Hills,1443.0
Panoche Hills,675.0
Paradise Range (California),840.0
Partlett Mountains,999.0
Pinyon Mountains,1363.0
Pyramid Hills,252.0
Pyramid Hills,252.0
Sagehen Hills,2131.0
Salmon Mountains,2726.0
San Marcos Mountains,371.0
San Ysidro Mountains,1060.0
San Ysidro Mountains,1060.0
Sand Hills (California),146.0
Santa Margarita Mountains,956.0
Sawtooth Mountains (California),1428.0
Scott Bar Mountains,1627.0
Serra do Monte Cristo,1118.0
Serra Monte Cristo,1118.0
Shelton Buttes,808.0
Sherburne Hills,259.0
Ship Mountains,817.0
Sierra Azul,883.0
Sierra Carapé,513.66
Sierra Carapé,513.66
Serra Carapé,513.66
Sierra Carapé,513.66
Sierra de Salinas,1354.0
Skedaddle Mountains,2232.0
Solomon Hills,401.0
Talc City Hills,1846.0
Tecopa Hills,523.0
Telephone Hills,611.0
Tumey Hills,747.0
Wantschkette,5588.0
Wandż (góry),5588.0
Ванчский хребет,5588.0
Vanj Range,5588.0
Verdi Range,2337.0
Volcan Mountains,1743.0
West Riverside Mountains,789.0
Wet Andes,4709.0
Whitehorse Mountains,1452.0
Widow Valley Mountains,1404.0
Yountville Hills,149.0
Yuha Buttes,93.0
Sierra Nephin Beg,806.0
Nephin Beg Range,806.0
Sierra de la Culebra,1243.0
Serra da Coroa,1243.0
庫萊布拉山脈,1243.0
Sierra de la Culebra,1243.0
Slieveardagh Hills,349.0
Tweed Range,1130.0
Chaîne Tweed,1130.0
Tweed Range,1130.0
Beskidy Zachodnie,1323.0
Западные Бескиды,1323.0
Western Beskids,1323.0
Worcester Range,2765.0
沃斯特山脈,2765.0
Worcester Range,2765.0
Sierra de Vicort,1420.0
維科特山脈,1420.0
Sierra de Vicort,1420.0
Cobberas Range,1810.0
Lotru Mountains,2242.0
Obniżenie Orawsko-Podhalańskie,1314.0
Podhale-Magura Area,1314.0
Karpaty Austriacko-Morawskie,549.0
South-Moravian Carpathians,549.0
Pogórze Zachodniobeskidzkie,964.0
West-Beskidian Piedmont,964.0
Zelengora,2014.0
Zelengora,2014.0
Zelengora,2014.0
Зеленгора (гора),2014.0
Zelengora,2014.0
奇利亞-基姆薩查塔山脈,4825.0
Chilla-Kimsa Chata mountain range,4825.0
Eastern Tepuis,2810.0
Los Testigos,2400.0
Пукет (горы),1395.0
Phuket Range,1395.0
Rahle Godle,764.0
Sierra del Tontal,4140.0
通塔爾山脈,4140.0
Sierra del Tontal,4140.0
Akan (volcan),1499.0
阿寒岳,1499.0
Акан (вулканический комплекс),1499.0
Akan Volcanic Complex,1499.0
Atlas Mountains,4165.0
جبال الأطلس,4165.0
Atlas (Gebirge),4165.0
Atlas (cordillera),4165.0
Atlas (massif),4165.0
Atlante (catena montuosa),4165.0
アトラス山脈,4165.0
Atlasgebergte,4165.0
Atlas (góry),4165.0
Cordilheira do Atlas,4165.0
Атлас (горы),4165.0
阿特拉斯山脈,4165.0
Beaufort Range,1556.0
Beaufort Range,1556.0
Division Range,2148.0
Excelsior Mountains,2407.0
Franconian Jura,656.4
Fränkische Alb,656.4
Jura Francón,656.4
Jura franconien,656.4
Giura Francone,656.4
Wyżyna Frankońska,656.4
Fränkische Alb,656.4
Франконский Альб,656.4
Reichensteiner Gebirge,1125.4
Golden Mountains (Sudetes),1125.4
Góry Złote,1125.4
Great Western Tiers,1443.0
Great Western Tiers,1443.0
Halle Range,1272.0
Jura Mountains,1720.0
جبال جورا,1720.0
Jura (Gebirge),1720.0
Macizo del Jura,1720.0
Massif du Jura,1720.0
Massiccio del Giura,1720.0
ジュラ山脈,1720.0
Jura (gebergte),1720.0
Jura (góry),1720.0
Jura (cordilheira),1720.0
Юра (горы),1720.0
侏罗山,1720.0
Maumturks,702.0
Maumturks,702.0
Maumturks,702.0
Maumturks,702.0
Maya Mountains,1124.0
Maya Mountains,1124.0
Montes Maya,1124.0
Monts Maya,1124.0
Monti Maya,1124.0
マヤ山脈,1124.0
Mayagebergte,1124.0
Maya (góry),1124.0
Montes Maias,1124.0
Майя (горы),1124.0
馬雅山脈,1124.0
Montezuma Hills,85.0
Montezuma Range,1888.0
جبل الكرمل,525.4
Mount Carmel,525.4
Karmel (Gebirge),525.4
Monte Carmelo,525.4
Mont Carmel,525.4
Monte Carmelo,525.4
Karmelgebergte,525.4
カルメル山,525.4
Góra Karmel,525.4
Monte Carmelo (Israel),525.4
Кармель,525.4
迦密山,525.4
Napier Mountains,2300.0
內皮爾山脈,2300.0
Rhodope Mountains,2191.0
جبال رودوب,2191.0
Rhodopen,2191.0
Montañas Ródope,2191.0
Rhodopes,2191.0
Monti Rodopi,2191.0
ロドピ山脈,2191.0
Rodopegebergte,2191.0
Rodopy,2191.0
Ródope,2191.0
Родопы,2191.0
罗多彼山脉,2191.0
Serranía de la Macarena,2615.0
Sierra de la Macarena,2615.0
Serranía de la Macarena,2615.0
Serranía de la Macarena,2615.0
Макарена,2615.0
馬卡雷納山脈,2615.0
Sierra Nevada (Spain),3478.0
جبل الثلج,3478.0
Sierra Nevada (Spanien),3478.0
Sierra Nevada (España),3478.0
Sierra Nevada (Espagne),3478.0
Sierra Nevada (Spagna),3478.0
Sierra Nevada (Spanje),3478.0
シエラネバダ山脈 (スペイン),3478.0
Sierra Nevada (Hiszpania),3478.0
Serra Nevada (Espanha),3478.0
Сьерра-Невада (Испания),3478.0
內華達山脈 (西班牙),3478.0
سييرا نيفادا (كولومبيا),5700.0
Sierra Nevada de Santa Marta,5700.0
Sierra Nevada de Santa Marta,5700.0
Sierra Nevada de Santa Marta,5700.0
Sierra Nevada de Santa Marta,5700.0
Sierra Nevada de Santa Marta,5700.0
Sierra Nevada de Santa Marta,5700.0
Sierra Nevada de Santa Marta,5700.0
Sierra Nevada de Santa Marta,5700.0
Сьерра-Невада-де-Санта-Марта,5700.0
圣玛尔塔内华达山脉,5700.0
Soda Mountains,1102.0
Summit Range,1104.0
Sylvania Mountains,2416.0
Sylvania Mountains,2416.0
Three Sisters (Los Angeles County),1009.0
Three Sisters (Siskiyou County),1358.0
Trainer Hills,44.0
Zhiguli Mountains,381.2
Montes Zhigulí,381.2
Monti Žiguli,381.2
Monts Jigouli,381.2
Zjigoeli (hoogte),381.2
Żyguli,381.2
Жигули (возвышенность),381.2
Jiguli,381.2
日古利山脈,381.2
Alpilles,498.0
Alpilles,498.0
Massif des Alpilles,498.0
Alpilles,498.0
アルピーユ山脈,498.0
Alpilles,498.0
Blue Stack Mountains,674.0
Montañas Blue Stack,674.0
Bluestack Mountains,674.0
Bluestack Mountains,674.0
Bluestack Mountains,674.0
Cabo da Roca,140.0
Cabo da Roca,140.0
Cabo de la Roca,140.0
Cabo da Roca,140.0
Cabo da Roca,140.0
ロカ岬,140.0
Cabo da Roca,140.0
Cabo da Roca,140.0
Рока (мыс),140.0
罗卡角,140.0
Chiwaukum Mountains,2463.0
Cordillera Paine,2884.0
Cordillera Paine,2884.0
Massif del Paine,2884.0
Cordigliera del Paine,2884.0
Cordillera del Paine,2884.0
Cerro Paine Grande,2884.0
Darling Scarp,582.0
Darling Scarp,582.0
Montes Darling,582.0
ダーリング崖,582.0
Дарлинг (горный хребет),582.0
Derryveagh Mountains,751.0
Montes Derryveagh,751.0
Derryveagh Mountains,751.0
Derryveagh Mountains,751.0
Eastern Ghats,1680.0
جبال الغات الشرقية,1680.0
Ostghats,1680.0
Ghats orientales,1680.0
Ghats orientaux,1680.0
Ghati orientali,1680.0
東ガーツ山脈,1680.0
Oost-Ghats,1680.0
Ghaty Wschodnie,1680.0
Gates Orientais,1680.0
Восточные Гаты,1680.0
東高止山脈,1680.0
Elm (hills),323.0
Elm (Höhenzug),323.0
Galtee Mountains,919.0
Galtee Mountains,919.0
Montañas Galtee,919.0
Galtee Mountains,919.0
Granite Mountains (California),1238.0
Granite Mountains,1238.0
Harz,1141.0
جبال هارز,1141.0
Harz (Mittelgebirge),1141.0
Harz,1141.0
Harz,1141.0
Harz,1141.0
Harz (gebergte),1141.0
ハルツ山地,1141.0
Harz,1141.0
Гарц,1141.0
Harz,1141.0
哈茨山,1141.0
Hida Mountains,3190.0
Hida-Gebirge,3190.0
Montañas Hida,3190.0
Monts Hida,3190.0
Monti Hida,3190.0
飛騨山脈,3190.0
Hidagebergte,3190.0
Góry Hida,3190.0
Montanhas de Hida,3190.0
飛驒山脈,3190.0
Hunsrück,816.32
Hunsrück,816.32
Hunsrück,816.32
Hunsrück,816.32
Hunsrück,816.32
Hunsrück,816.32
Hunsrück,816.32
Hunsrück,816.32
Хунсрюк,816.32
洪斯吕克山,816.32
Kamnik–Savinja Alps,2558.0
Steiner Alpen,2558.0
Alpes de Kamnik y de la Savinja,2558.0
Alpes kamniques,2558.0
Alpi di Kamnik e della Savinja,2558.0
Alpy Kamnickie,2558.0
Kamnische Alpen,2558.0
Alpes de Kamnik e de Savinja,2558.0
卡姆尼克-薩維尼亞阿爾卑斯山脈,2558.0
Kunlun Mountains,7167.0
جبال كونلون,7167.0
Kunlun,7167.0
Kunlun,7167.0
Cordillère du Kunlun,7167.0
Kunlun,7167.0
崑崙山脈,7167.0
Kunlun,7167.0
Kunlun,7167.0
Kunlun,7167.0
Куньлунь,7167.0
昆仑山脉,7167.0
Macgillycuddy's Reeks,1038.0
Macgillycuddy’s Reeks,1038.0
Macgillicuddy's Reeks,1038.0
Macgillycuddy's Reeks,1038.0
Macgillycuddy's Reeks,1038.0
Macgillycuddy's Reeks,1038.0
Macgillycuddy's Reeks,1038.0
Макгилликаддис-Рикс,1038.0
麥吉利卡迪山脈,1038.0
Mourne Mountains,850.0
Mourne Mountains,850.0
Montes de Mourne,850.0
Montagnes de Mourne,850.0
Montagne di Mourne,850.0
モーン山地,850.0
Морн,850.0
蒙恩山脈,850.0
Picos de Europa,2650.0
Picos de Europa,2650.0
Picos de Europa,2650.0
Pics d'Europe,2650.0
Picos de Europa,2650.0
ピコス・デ・エウロパ,2650.0
Picos de Europa,2650.0
Picos de Europa,2650.0
Picos de Europa,2650.0
Пикос-де-Эуропа,2650.0
歐羅巴山,2650.0
Pirin,2915.0
جبال بيرين,2915.0
Pirin,2915.0
Pirin,2915.0
Pirin,2915.0
Pirin,2915.0
Pirin,2915.0
Piryn,2915.0
Пирин,2915.0
皮林山脈,2915.0
Twelve Bens,729.0
Twelve Bens,729.0
Twelve Bens,729.0
Twelve Bens,729.0
Twelve Bens,729.0
Virunga Mountains,4507.0
جبال فيرونجا,4507.0
Virunga-Vulkane,4507.0
Montañas Virunga,4507.0
Montagnes des Virunga,4507.0
Monti Virunga,4507.0
ヴィルンガ山地,4507.0
Wirunga,4507.0
Montanhas Virunga,4507.0
Вирунга (горы),4507.0
維龍加山脈,4507.0
Świętokrzyskie Mountains,612.0
Heiligkreuzgebirge,612.0
Sierra de Santa Cruz (Polonia),612.0
Monts Sainte-Croix,612.0
Góry Świętokrzyskie,612.0
Montanhas Świętokrzyskie,612.0
Свентокшиские горы,612.0
聖十字山脈,612.0
Šar Mountains,2748.0
Šar Planina,2748.0
Montes Šar,2748.0
Monts Šar,2748.0
Monti Šar,2748.0
Szar Płanina,2748.0
Шар-Планина,2748.0
Garibaldi Ranges,2892.0
Chaînons Garibaldi,2892.0
Cordillère de la Ramada,6720.0
Cordillera de la Ramada,6720.0
拉馬達山脈,6720.0
Cordillera de la Ramada,6720.0
East Gate Range,1943.0
Fairview Range (Churchill County),1647.0
Fairview Range (Lincoln County),2034.0
Gawler Ranges,465.0
Gawler Ranges,465.0
Cordillera Gawler,465.0
Chaîne Gawler,465.0
Голер (горы),465.0
Kaiserstuhl (Gebirge),556.6
