http://dbpedia.org/ontology/Athlete,http://dbpedia.org/ontology/weight
Georg Lammers,84000.0
George Blair (ice hockey),72576.0
George Gardner (ice hockey),74844.0
George Lowe (rugby union),90000.0
Gerard Ross,89812.8
Germán Sánchez (Wasserspringer),50000.0
Germán Sánchez (clavadista),50000.0
Germán Sánchez,50000.0
Germán Sánchez (plongeon),50000.0
Germán Sánchez (skoczek do wody),50000.0
Germán Sánchez (saltador),50000.0
"Санчес, Херман",50000.0
杰曼·桑切斯,50000.0
Germán Sánchez (diver),50000.0
Germán Sánchez (Leichtathlet),63000.0
Germán Sánchez (racewalker),63000.0
Germán Sánchez Cruz,63000.0
Gilles Lupien,95256.0
Gilles Lupien,95256.0
Giorgi Chkhaidze,112000.0
Georgi Chkhaidze,112000.0
Giorgi Chkhaidze,112000.0
Giorgi Nemsadze,120000.0
Giorgi Nemsadze,120000.0
Giorgi Nemsadze,120000.0
格爾奧基·內馬薩澤,120000.0
Giovanbattista Venditti,111000.0
Giovanbattista Venditti,111000.0
Giovanbattista Venditti,111000.0
Giovanbattista Venditti,111000.0
喬瓦巴蒂斯塔·溫蒂提,111000.0
Giovanbattista Venditti,111000.0
Giovanna Volpato,48000.0
Giovanna Volpato,48000.0
Giovanna Volpato,48000.0
Glen Cressman,70308.0
Glen Sharpley,86184.0
Glen Sharpley,86184.0
Glen Skov,83916.0
Glen Skov,83916.0
Glenn Mosley,88452.0
Glenn Mosley,88452.0
Glenn Mosley,88452.0
格伦·莫斯利,88452.0
Glenn Mosley (basketball),88452.0
横山剛,69854.4
Go Yokoyama,69854.4
Gordon Pirie,65000.0
Gordon Pirie,65000.0
Gordon Pirie,65000.0
Gordon Pirie,65000.0
Gordon Pirie,65000.0
ゴードン・ピリー,65000.0
Gordon Pirie,65000.0
"Пири, Гордон",65000.0
Graham Drinkwater,74844.0
Graham Drinkwater,74844.0
Grant Anderson (Highland games),131544.0
Greg Scott (American football),132905.0
Greg Scott,87544.8
Greg Scott (ice hockey),87544.8
Greg Stewart (Eishockeyspieler),91627.2
Gregory Stewart,91627.2
Greg Stewart (ice hockey),91627.2
Greg Hogeboom,81194.4
Gregory Hogeboom,81194.4
Guillaume Bastille,70000.0
Guillaume Bastille,70000.0
Guillaume Bastille,70000.0
"Бастий, Гийом",70000.0
Guillaume Bastille,70000.0
Guy Sparrow,98884.8
Guy Sparrow,98884.8
Guy Sparrow (basketball),98884.8
Halina Herrmann,57000.0
Halina Górecka,57000.0
Halina Górecka,57000.0
Halina Górecka,57000.0
ハリナ・ゴレツカ,57000.0
Halina Górecka,57000.0
Halina Górecka,57000.0
Halina Konopacka,65000.0
Halina Konopacka,65000.0
Halina Konopacka,65000.0
Halina Konopacka,65000.0
ハリナ・コノパッカ,65000.0
Halina Konopacka,65000.0
Halina Konopacka,65000.0
Halina Konopacka,65000.0
"Конопацкая, Халина",65000.0
حامد البيشي,67000.0
Hamed Al-Bishi,67000.0
Hamed Hamdan al-Bishi,67000.0
Hank Bassen,81648.0
Hank Bassen,81648.0
Hans Dersch,73936.8
Hans Hansson (ice hockey),82101.6
Harold Abbott,82000.0
Bunny Abbott,82000.0
Bunny Abbott,82000.0
Harold Horder,67000.0
Harold Howard,108864.0
Harrison Smith,98884.8
Harrison Smith,98884.8
Harrison Smith,98884.8
ハリソン・スミス,98884.8
Harrison Smith (American football),98884.8
Harry Cameron,70308.0
Harry Cameron,70308.0
Harry Cameron,70308.0
"Камерон, Гарри",70308.0
Harthorne Wingo,95256.0
Harthorne Wingo,95256.0
Harthorne Wingo,95256.0
Harthorne Wingo,95256.0
Harthorne Wingo,95256.0
Harvey Marlatt,83916.0
Harvey Marlatt,83916.0
Harvey Marlatt,83916.0
Hatsu Hioki,65772.0
日沖発,65772.0
Hatsu Hioki,65772.0
Hatsu Hioki,65772.0
Hatsu Hioki,65772.0
Hein Potgieter,108000.0
Henk Norel,104328.0
Henk Norel,104328.0
Henk Norel,104328.0
ヘンク・ノレル,104328.0
Henk Norel,104328.0
Henk Norel,104328.0
亨克·諾雷爾,104328.0
Henk Norel,104328.0
Henrik Nilsson (ice hockey b. 1970),87091.2
Henrik Nilsson (ice hockey b. 1991),86184.0
Henry Frayne,79000.0
Henry Frayne,79000.0
Henry Frayne,79000.0
Henry Frayne,79000.0
Henry Frayne (athlete),79000.0
Henry Marshall (American football),96163.2
Henry Stallard,75000.0
Henry Stallard,75000.0
Henry Stallard,75000.0
Henry Stallard,75000.0
Henry Stallard,75000.0
ヘスディ・ゲルゲス,110600.0
Hesdy Gerges,110600.0
Huw Jones (rugby union),91000.0
Ian Hamer (athlete),57152.6
Ian Leggatt,77112.0
Ian McKegney,74844.0
Ian McLauchlan,92000.0
Ian McLauchlan,92000.0
Ignacio Mieres,92000.0
Ignacio Mieres,92000.0
Ignacio Mieres,92000.0
Ignazio Fabra,51000.0
Ignazio Fabra,51000.0
Ignazio Fabra,51000.0
Ignazio Fabra,51000.0
Ignazio Fabra,51000.0
"Фабра, Игнацио",51000.0
Igor Vyazmikin,86184.0
Igor Viazmikine,86184.0
"Вязьмикин, Игорь Викторович",86184.0
Indrek Kajupank,98000.0
Indrek Kaseorg,86000.0
Indrek Kaseorg,86000.0
Indrek Turi,84000.0
Indrek Turi,84000.0
Indrek Turi,84000.0
Giannīs Geōrgalīs,104328.0
Ioannis Georgallis,104328.0
Ivan McFarlin,104782.0
Ivan McFarlin,104782.0
Ivan McFarlin,104782.0
Ivan McFarlin,104782.0
Ivan Rachůnek,79833.6
Iwan Andrejewitsch Rowny,64000.0
Iván Rovni,64000.0
Ivan Rovny,64000.0
Ivan Rovnyj,64000.0
Ivan Rovny,64000.0
Ivan Rovny,64000.0
"Ровный, Иван Андреевич",64000.0
Iziane Castro Marques,63504.0
Izi Castro Marques,63504.0
Iziane Castro Marques,63504.0
Iziane Castro Marques,63504.0
Iziane Castro Marques,63504.0
Iziane Castro Marques,63504.0
"Кастро Маркес, Изиане",63504.0
J.G. Claassen,82000.0
J. G. Claassen,82000.0
J. J. Daigneault,81648.0
Jean-Jacques Daigneault,81648.0
Jean-Jacques Daigneault,81648.0
J. T. Brown,79380.0
Joshua Thomas Brown,79380.0
J. T. Brown (ice hockey),79380.0
JaMarcus Russell,136080.0
JaMarcus Russell,136080.0
JaMarcus Russell,136080.0
JaMarcus Russell,136080.0
JaMarcus Russell,136080.0
JaMarcus Russell,136080.0
Jabaal Sheard,120204.0
Jabaal Sheard,120204.0
Jabara Williams,107957.0
Jabara Williams,107957.0
جاك باور (دراج),74000.0
Jack Bauer (Radsportler),74000.0
Jack Bauer (ciclista),74000.0
Jack Bauer (cyclisme),74000.0
Jack Bauer (ciclista),74000.0
ジャック・バウアー (自転車選手),74000.0
Jack Bauer (wielrenner),74000.0
Jack Bauer,74000.0
Jack Bauer (ciclista),74000.0
Jack Bauer (cyclist),74000.0
Jack Connor (ice hockey),74844.0
Jack Mackell,68040.0
Jack Matthews,93000.0
Jack Matthews (rugby player),93000.0
Jack McClinton,83916.0
Jack McClinton,83916.0
Jack McClinton,83916.0
Jack McClinton,83916.0
Jack McIlhargey,90720.0
Jack Sullivan (rugby union),80000.0
Jacobie Adriaanse,112000.0
Jacques-Louis Potgieter,89000.0
Jacques-Louis Potgieter,89000.0
Jacques Potgieter,115000.0
Jacques Potgieter,115000.0
جليل أوكافور,124740.0
Jahlil Okafor,124740.0
Jahlil Okafor,124740.0
Jahlil Okafor,124740.0
Jahlil Okafor,124740.0
ジャーリール・オカフォー,124740.0
Jahlil Okafor,124740.0
"Окафор, Джалил",124740.0
查利爾·奧卡科,124740.0
Jahlil Okafor,124740.0
Jaime Gomez (golfer),74844.0
Jaka Klobučar,90720.0
Jaka Klobučar,90720.0
Jaka Klobučar,90720.0
Jaka Klobučar,90720.0
Jaka Klobučar,90720.0
Jaka Klobučar,90720.0
雅卡·卡羅布卡,90720.0
Jake Hansen (ice hockey),87091.2
Jakub Kovář,91173.6
Jakub Kovář,91173.6
Jakub Kovář,91173.6
"Коварж, Якуб",91173.6
Jakub Kovář,91173.6
Jakub Sklenář,76204.8
Jakub Sklenář (ice hockey),76204.8
James Conner (American football),108864.0
James Cracknell,98000.0
James Cracknell,98000.0
James Cracknell,98000.0
James Cracknell,98000.0
James Cracknell,98000.0
James Cracknell,98000.0
"Крэкнелл, Джеймс",98000.0
James Duckworth (rugby league),88904.1
James Pritchard,85000.0
James Pritchard,85000.0
James Pritchard (rugby),85000.0
James Pritchard,85000.0
詹姆斯·普萊查德,85000.0
Jamie Elliott (rugby union),87000.0
Jamie Feick,115668.0
Jamie Feick,115668.0
Jamie Feick,115668.0
Jamie Feick,115668.0
贾米尔·法伊克,115668.0
Jamie McLeary,88905.6
Jamie McLeary,88905.6
Jamie Thackray,101605.0
Jan Bouwman,92000.0
Jan Bouwman,92000.0
Jan Kovář,97977.6
Jan Kovář,97977.6
Jan Kovář,97977.6
"Коварж, Ян",97977.6
Jan Kovář,97977.6
Jan Košťál,88905.6
Jan Látal,79833.6
Jan Machacek,110000.0
Jan Macháček,110000.0
Jan Macháček,110000.0
Jan Stenerud,84823.2
Jan Stenerud,84823.2
Jan Stenerud,84823.2
Jan Stenerud,84823.2
Jan Stenerud,84823.2
Jan Stenerud,84823.2
"Janne Karlsson (Eishockeyspieler, 1958)",87091.2
"Janne Karlsson (ice hockey, born 1958)",87091.2
"Карлссон, Янне",87091.2
"Janne Karlsson (Eishockeyspieler, 1964)",89812.8
"Janne Karlsson (ice hockey, born 1964)",89812.8
Jari Jääskeläinen,84823.2
Jason Bennett (basketball),137441.0
Jason Caffey,116122.0
Jason Caffey,116122.0
Jason Caffey,116122.0
Jason Caffey,116122.0
Jason Caffey,116122.0
Jason Caffey,116122.0
"Кэффи, Джейсон",116122.0
贾森·卡菲,116122.0
Jason Hill (golfer),97524.0
Jason Morgan (Leichtathlet),139000.0
Jason Morgan,139000.0
Jason Morgan (athlétisme),139000.0
Jason Morgan,139000.0
Jason Morgan (athlete),139000.0
Jason Morgan (Eishockeyspieler),95256.0
Jason Morgan (ice hockey),95256.0
Jason Morgan,95256.0
Jason Morgan (hokeista),95256.0
جيسون ريتشاردسون,102060.0
Jason Richardson,102060.0
Jason Richardson (Basketballspieler),102060.0
Jason Richardson,102060.0
Jason Richardson (basket-ball),102060.0
Jason Richardson (cestista),102060.0
ジェイソン・リチャードソン,102060.0
Jason Richardson (koszykarz),102060.0
Jason Richardson,102060.0
"Ричардсон, Джейсон",102060.0
贾森·理查德森,102060.0
Jason Rivers (American football),85730.4
Jason Stewart,145152.0
Jason Stewart (American football),145152.0
Jason Stewart (athlete),250000.0
Jason Suttie,99792.0
ジェイソン・サティー,99792.0
Jason Taumalolo,113000.0
Jason Taumalolo,113000.0
Jason Wilson (ice hockey),92988.0
Javier González (weightlifter),110000.0
Javier González (volley-ball),80000.0
Javier González,80000.0
Javier Gonzalez,80000.0
Javier González Panton,80000.0
Jay Bouwmeester,97524.0
Jay Bouwmeester,97524.0
Jay Bouwmeester,97524.0
Jay Bouwmeester,97524.0
Jay Bouwmeester,97524.0
"Боумистер, Джей",97524.0
Jay McClement,91173.6
Jay McClement,91173.6
Jay McClement,91173.6
"Макклемент, Джей",91173.6
Jay Miller (American football),86184.0
جاي ميلر (كرة سلة),92988.0
Jay Miller,92988.0
Jay Miller,92988.0
Jay Miller (basket-ball),92988.0
杰伊·米勒,92988.0
Jay Miller (basketball),92988.0
Jay Miller,95256.0
Jay Miller (ice hockey),95256.0
Jaynen Rissling,92988.0
Jean Bourbeau,90720.0
Jeff Likens,83008.8
Jeff Likens,83008.8
Jeff Likens,83008.8
Jeff Louder,73000.0
Jeff Louder,73000.0
Jeff Louder,73000.0
Jeff Louder,73000.0
Jeff Louder,73000.0
Jeff McDill,85730.4
Jeff McInnis,81194.4
Jeff McInnis,81194.4
Jeff McInnis,81194.4
Jeff McInnis,81194.4
Jeff McInnis,81194.4
Jeff Varem,111132.0
Jeff Varem,111132.0
Jeff Varem,111132.0
Jeremy Ward (rugby union),87000.0
Jeroen Hertzberger,76000.0
Jeroen Hertzberger,76000.0
جيروم وليامز (كرة سلة),93441.6
Jerome Williams (basketball),93441.6
Jerome Williams,93441.6
Jerome Williams,93441.6
Jerome Williams (basket-ball),93441.6
ジェレル・ヴェネチアン,89000.0
Jerrel Venetiaan,89000.0
Jerry Toppazzini,92988.0
Jerry Turner (American football),120204.0
Jesper Monrad,90000.0
Jesse Kriel,95000.0
Jesse Kriel,95000.0
Jesse Kriel,95000.0
Jesse Kriel,95000.0
Jhonatan Longhi,78019.2
Jhonatan Longhi,78019.2
Jim Leavins,81648.0
Jim McDaniels,103421.0
Jim McDaniels,103421.0
Jim McDaniels,103421.0
Jim McDaniels,103421.0
Jim McElmury,86184.0
Jim McInally (ice hockey),86184.0
جيم مكميليان,97524.0
Jim McMillian,97524.0
Jim McMillian,97524.0
Jim McMillian,97524.0
Jim McMillian,97524.0
ジム・マクミリアン,97524.0
Jim McMillian,97524.0
吉姆·麦克米兰,97524.0
Jimmy Del Ray,104328.0
Jimmy Del Ray,104328.0
Jimmy Del Ray,104328.0
Jimmy George,78000.0
Jimmy George,78000.0
Jindřich Barák,84823.2
Jiří Jelínek (ice hockey),87998.4
Jiří Kovář,95000.0
Jiří Kovář,95000.0
Jiří Kovář,95000.0
吉日·科瓦爾,95000.0
Jiří Kovář,95000.0
Joby Messier,90720.0
Joby Wright,99792.0
Joby Wright,99792.0
Joby Wright,99792.0
Jochen Bachfeld,54000.0
Jochen Bachfeld,54000.0
Jochen Bachfeld,54000.0
Jochen Bachfeld,54000.0
"Бахфельд, Йохен",54000.0
Jochen Hecht,89812.8
Jochen Hecht,89812.8
Jochen Hecht,89812.8
Jochen Hecht,89812.8
"Хехт, Йохен",89812.8
Jochen Reimer,89812.8
"Раймер, Йохен",89812.8
Jochen Reimer,89812.8
Jochen Sachse (Leichtathlet),112000.0
Jochen Sachse,112000.0
Jochen Sachse,112000.0
Jochen Sachse,112000.0
Jochen Schöps,100000.0
Jochen Schöps,100000.0
Jochen Schöps,100000.0
Jochen Schöps,100000.0
Jochen Schöps,100000.0
"Шёпс, Йохен",100000.0
約翰·索普斯,100000.0
Joe Coffey (professional wrestler),95254.4
Joe Doerksen,83916.0
ジョー・ドークセン,83916.0
Joe Fortunato (ice hockey),77112.0
Joe Holland,83916.0
Joe Holland (cestista),83916.0
乔·霍兰德,83916.0
Joe Holland (basketball),83916.0
Joe Levandoski,81648.0
Joe Shack,77112.0
Joel Stepp,84823.2
Johan Åkerman,91173.6
Johan Åkerman,91173.6
Johan Åkerman,91173.6
Johan Åkerman,91173.6
John Cullen,84823.2
John Cullen,84823.2
John Cullen,84823.2
John Cullen (rugby union),118000.0
John Danby (ice hockey),74844.0
John Fritsche junior,84823.2
"John Fritsche (hockey sur glace, 1991)",84823.2
John Fritsche Jr.,84823.2
"John Fritsche (hockey sur glace, 1966)",88905.6
John Fritsche Sr.,88905.6
John Gobbi,84823.2
John Gobbi,84823.2
John Gobbi,84823.2
John Gobbi,84823.2
John Lammers (Eishockeyspieler),83916.0
John Lammers,83916.0
John Lammers,83916.0
John Ljunggren,59000.0
John Ljunggren,59000.0
John Ljunggren,59000.0
John Ljunggren,59000.0
John Ljunggren,59000.0
ヨーン・リュングレン,59000.0
John Ljunggren,59000.0
John Ljunggren,59000.0
John McCreedy,72576.0
John Steffensen,71000.0
John Steffensen,71000.0
John Steffensen,71000.0
ジョン・ステフェンセン,71000.0
John Steffensen,71000.0
John Steffensen,71000.0
John Wilbur (American football),113854.0
John Wilshere,96000.0
John van der Giessen,114000.0
Jon Mannah,107000.0
Jon Mannah,107000.0
Jon Sakovich,73936.8
Jonathan Sieben,74000.0
Jon Sieben,74000.0
Jon Sieben,74000.0
Jon Sieben,74000.0
Jon Sieben,74000.0
Jon Sieben,74000.0
Jonas Elofsson,89812.8
Jonas Elofsson,89812.8
Jonas Fransson,87998.4
Jonathan Gibson,83916.0
Jonathan Gibson,83916.0
Jonathan Gibson (basketball),83916.0
Jonathan Thollander,79833.6
Jonathan Weaver,87544.8
Jonathan Weaver,87544.8
Jonathan Weaver (ice hockey),87544.8
"Уивер, Джонатан",87544.8
Joost van der Westhuizen,88000.0
Joost van der Westhuizen,88000.0
Joost van der Westhuizen,88000.0
Joost van der Westhuizen,88000.0
Joost van der Westhuizen,88000.0
ユースト・ファン・デル・ヴェストハイゼン,88000.0
Joost van der Westhuizen,88000.0
Joost van der Westhuizen,88000.0
Joost van der Westhuizen,88000.0
Jordair Jett,97524.0
Jordan Rapana,98000.0
Jordan Rapana,98000.0
Jordan Senn,102060.0
Josef Skořepa,82101.6
Josephine Terlecki,81000.0
Josephine Terlecki,81000.0
Josephine Terlecki,81000.0
Josephine Terlecki,81000.0
Josephine Terlecki,81000.0
Josh Archibald (ice hockey),77112.0
Josh Drinkwater,86000.0
Josh McCrone,89000.0
Josh Taumalolo,98000.0
Josh Taumalolo,98000.0
José Cilley,79833.6
José Cilley,79833.6
José Cilley,79833.6
José Luis Sánchez (deportista),60000.0
José Luis Sánchez (sport shooter),60000.0
José Peña,52000.0
José Peña,52000.0
José Peña (steeplechaser),52000.0
José Torres Laboy,91000.0
خوان بابلو كانتيرو,83916.0
Juan Pablo Cantero,83916.0
Jukka Vilander,83008.8
Jukka Vilander,83008.8
Jukka Vilander,83008.8
Julie Daigneault,52000.0
Julie McDonald (swimmer),66000.0
Julie McDonald,66000.0
Julie McDonald,66000.0
"Макдональд, Джулия",66000.0
"Julien Vermote (Radrennfahrer, 1989)",71000.0
Julien Vermote,71000.0
Julien Vermote,71000.0
Julien Vermote,71000.0
Julien Vermote,71000.0
Julien Vermote (cyclist born 1989),71000.0
Juho Saaristo,81000.0
Juho Saaristo,81000.0
Julius Saaristo,81000.0
Julius Saaristo,81000.0
Juho Saaristo,81000.0
ユーホ・サーリスト,81000.0
Juho Saaristo,81000.0
Juho Saaristo,81000.0
Juho Saaristo,81000.0
"Сааристо, Юлиус",81000.0
Justin Hamilton (baloncestista de 1980),97524.0
Justin Hamilton (cestista 1980),97524.0
"Justin Hamilton (basket-ball, 1980)",97524.0
Justin Hamilton,97524.0
"Justin Hamilton (basketball, born 1980)",97524.0
جوستين هاميلتون,120204.0
Justin Hamilton,120204.0
Justin Hamilton (baloncestista de 1990),120204.0
Justin Hamilton (cestista 1990),120204.0
"Justin Hamilton (basket-ball, 1990)",120204.0
Justin Hamilton (ur. 1990),120204.0
Justin Hamilton,120204.0
"Хэмилтон, Джастин",120204.0
"Justin Hamilton (basketball, born 1990)",120204.0
جوستين هاربر (كرة سلة),102060.0
Justin Harper,102060.0
Justin Harper,102060.0
Justin Harper,102060.0
Justin Harper,102060.0
Justin Harper (basketball),102060.0
Justin Kloos,81648.0
Jyrki Jokipakka,89812.8
Jyrki Jokipakka,89812.8
Jyrki Jokipakka,89812.8
"Йокипакка, Юрки",89812.8
Jyrki Jokipakka,89812.8
Jyrki Välivaara,92080.8
Jyrki Välivaara,92080.8
Jyrki Välivaara,92080.8
"Вяливаара, Юрки",92080.8
Jyrki Välivaara,92080.8
József Balla,120000.0
"Балла, Йожеф",120000.0
József Balla,120000.0
يورغن جيشكي,70000.0
Jürgen Geschke,70000.0
Hans-Jürgen Geschke,70000.0
Jürgen Geschke,70000.0
Hans-Jürgen Geschke,70000.0
Jürgen Geschke,70000.0
Jürgen Roelandts,78000.0
Jürgen Roelandts,78000.0
Jürgen Roelandts,78000.0
Jürgen Roelandts,78000.0
ユルヘン・ルランツ,78000.0
Jürgen Roelandts,78000.0
Jürgen Roelandts,78000.0
Jürgen Roelandts,78000.0
Jürgen Roelandts,78000.0
"Руландтс, Юрген",78000.0
Janis Vinters,79000.0
Jānis Vinters,79000.0
星野勘太郎,95000.0
Kantaro Hoshino,95000.0
Karel Rachůnek,99792.0
Karel Rachůnek,99792.0
Karel Rachůnek,99792.0
Karel Rachůnek,99792.0
Karel Rachůnek,99792.0
"Рахунек, Карел",99792.0
Karen Briggs (yudoca),48000.0
Karen Briggs,48000.0
カレン・ブリッグス,48000.0
Karen Briggs,48000.0
Karen Briggs (judoka),48000.0
Karin Büttner-Janz,46000.0
Karin Janz,46000.0
Karin Büttner-Janz,46000.0
Karin Büttner-Janz,46000.0
Karin Janz,46000.0
Karin Büttner-Janz,46000.0
Karin Janz,46000.0
"Янц, Карин",46000.0
Katerina Marinova,36000.0
Kebu Stewart,108410.0
Kebu Stewart,108410.0
Kebu Stewart,108410.0
Keith Traylor,154224.0
Keith Traylor,154224.0
キース・トレイラー,154224.0
Keith Traylor,154224.0
Kelly Rissling,78926.4
Ken Austin,92988.0
Ken Austin,92988.0
Ken Austin (basketball),92988.0
肯·奥斯汀,92988.0
Ken Charlton (basketball),115668.0
Ken Shackleford,165564.0
Kenan Bajramović,104000.0
Kenan Bajramović,104000.0
Kenan Bajramović,104000.0
Kenan Bajramović,104000.0
Kenneth Dement,96163.2
Kenneth Jonassen,81000.0
Kenneth Jonassen,81000.0
Kenneth Jonassen,81000.0
Kenneth Jonassen,81000.0
肯尼斯·喬納森,81000.0
Keon Clark,99792.0
Keon Clark,99792.0
Keon Clark,99792.0
Keon Clark,99792.0
"Кларк, Кеон",99792.0
基翁·克拉克,99792.0
Kerry Weiland,64411.2
Kerry Weiland,64411.2
Kevin Baker,87091.2
Kevin Baker (ice hockey),87091.2
ケヴィン・バーンズ,77112.0
Kevin Burns (fighter),77112.0
Kevin Dallman,88452.0
Kevin Dallman,88452.0
Kevin Dallman,88452.0
Kevin Dallman,88452.0
"Даллмэн, Кевин",88452.0
Kevin Grimes,99792.0
Kevin Grimes (ice hockey),99792.0
Kevin Locke,87000.0
Kevin Locke (rugby league),87000.0
Khatuna Lorig,63957.6
Khatuna Lorig,63957.6
Khatuna Lorig,63957.6
Khatuna Lorig,63957.6
Khatuna Lorig,63957.6
"Лориг, Хатуна",63957.6
Kieran Murphy (rugby union),108000.0
Kim Lammers,69000.0
Kim Lammers,69000.0
Kim Lammers,69000.0
Kim Lammers,69000.0
Kim Lammers,69000.0
Kim Lammers,69000.0
"Ламмерс, Ким",69000.0
金ミン鉐,66000.0
金珉錫,66000.0
Kim Min-seok (table tennis),66000.0
Klaus Mainzer,112000.0
Klára Křížová,77000.0
Klára Křížová,77000.0
Klára Křížová,77000.0
Klára Křížová,77000.0
Klára Křížová,77000.0
Koji Kanemoto,80000.0
Kōji Kanemoto,80000.0
Kōji Kanemoto,80000.0
金本浩二,80000.0
Konstantin Nikolajewitsch Wolkow,87091.2
Konstantin Wołkow (hokeista),87091.2
"Волков, Константин Николаевич",87091.2
Konstantin Volkov (ice hockey),87091.2
Kory Chavis,101606.0
Kraig Urbik,146966.0
Kraig Urbik,146966.0
Krešimir Lončar,113854.0
Krešimir Lončar,113854.0
Krešimir Lončar,113854.0
Krešimir Lončar,113854.0
Krešimir Lončar,113854.0
Krešimir Lončar,113854.0
"Лончар, Крешимир",113854.0
Krešimir Lončar,113854.0
Kris Johnson (basketball),99792.0
Kris Versteeg,79833.6
Kristopher Versteeg,79833.6
Kris Versteeg,79833.6
"Верстиг, Крис",79833.6
"Штайнерт, Кристин",79000.0
Kristin Steinert,79000.0
堀江恭佑,110000.0
Kyosuke Horie,110000.0
Käthe Krauß,72000.0
Käthe Krauß,72000.0
Käthe Krauß,72000.0
Käthe Krauß,72000.0
ケーテ・クラウス,72000.0
Käthe Krauß,72000.0
Kārlis Zirnis,83916.0
Lajos Kürthy,118000.0
Lajos Kürthy,118000.0
Lajos Kürthy,118000.0
Lajos Kürthy,118000.0
Larry Hopkins (ice hockey),95256.0
"Larry Williams, Jr.",92988.0
لورا آرتز,70000.0
Laura Aarts,70000.0
Laura Aarts,70000.0
لورا تروت,52000.0
Laura Trott,52000.0
Laura Trott,52000.0
Laura Trott,52000.0
Laura Trott,52000.0
ローラ・トロット,52000.0
Laura Trott,52000.0
Laura Trott,52000.0
Laura Trott,52000.0
"Тротт, Лора",52000.0
劳拉·特洛特,52000.0
Laura Trott,52000.0
Lawrence Macrides,114305.0
Lee McLauchlan,78019.2
Lene Rantala,68000.0
Lene Rantala,68000.0
Lene Rantala,68000.0
Lene Rantala,68000.0
Lene Rantala,68000.0
Lene Rantala,68000.0
Leon Brown,86184.0
Leon Brown,86184.0
Leon Brown (basketball),86184.0
Leonardo Senatore,106000.0
Leonardo Senatore,106000.0
Leonardo Senatore,106000.0
Leonardo Senatore,106000.0
Leri Gogoladze,87000.0
"Гоголадзе, Лери Давидович",87000.0
Leri Gogoladze,87000.0
Lily van den Broecke,50000.0
Liz McColgan,45000.0
Liz McColgan,45000.0
Liz McColgan,45000.0
Liz McColgan,45000.0
リズ・マッコルガン,45000.0
Liz McColgan,45000.0
Liz McColgan,45000.0
Louise Rickard,65000.0
Louise Rickard,65000.0
Lourens Adriaanse,118000.0
Luca Verdecchia,68000.0
Luca Verdecchia,68000.0
Lucia Crisanti,70000.0
Lucia Crisanti,70000.0
ルチーア・クリザンティ,70000.0
Lucia Crisanti,70000.0
Lucia Crisanti,70000.0
لويجي أرينتي,65000.0
Luigi Arienti,65000.0
Luigi Arienti,65000.0
Luigi Arienti,65000.0
Luigi Arienti,65000.0
Luigi Arienti,65000.0
Luigi Arienti,65000.0
Lukas Steinhauer,72576.0
Lukas Steinhauer,72576.0
Luke Capewell,81000.0
Luke Morahan,95000.0
Luke Morahan,95000.0
Luke Robinson (rugby league),80000.0
Luke Robinson,95256.0
Luke Robinson (wrestler),95256.0
"Уокер, Люк",79380.0
Luke Walker (ice hockey),79380.0
Lukáš Klimek,86184.0
Lukáš Klimek,86184.0
Lukáš Klimek,86184.0
Lukáš Kovář,93895.2
Lukáš Kužel,83916.0
Lukáš Květoň,82101.6
Likoúrgos-Stéfanos Tsákonas,78000.0
リコウルゴス＝ステファノス・ツァコナス,78000.0
Likoúrgos-Stéfanos Tsákonas,78000.0
Likurgos-Stefanos Tsakonas,78000.0
Lykourgos-Stefanos Tsakonas,78000.0
Lynette McClements,66000.0
Lyn McClements,66000.0
Lyn McClements,66000.0
Lyn McClements,66000.0
Lyn McClements,66000.0
Lyn McClements,66000.0
Lynn Shackelford,86184.0
Lynn Shackelford,86184.0
Lynn Shackelford,86184.0
مارتن ينانتس,74000.0
Maarten Wijnants,74000.0
Maarten Wynants,74000.0
Maarten Wynants,74000.0
Maarten Wynants,74000.0
Maarten Wynants,74000.0
Maarten Wynants,74000.0
Mac McLendon,83916.0
Magdolna Patóh,61000.0
Magnus Nygren,87091.2
Magnus Nygren,87091.2
"Нюгрен, Магнус",87091.2
Magnus Nygren,87091.2
مالكولم لي (كرة سلة),90720.0
Malcolm Lee (Basketballspieler),90720.0
Malcolm Lee,90720.0
Malcolm Lee,90720.0
Malcolm Lee,90720.0
Malcolm Lee,90720.0
"Ли, Малкольм",90720.0
马尔科姆·李,90720.0
Malcolm Lee (basketball),90720.0
Manfred Misselhorn,84000.0
Manfred Misselhorn,84000.0
Manolis Papamakarios,102060.0
Manolis Papamakarios,102060.0
Manolis Papamakarios,102060.0
Manolīs Papamakarios,102060.0
Marc Lièvremont,92000.0
Marc Lièvremont,92000.0
Marc Lièvremont,92000.0
Marc Lièvremont,92000.0
Marc Lièvremont,92000.0
Marcus Modigs,78926.4
ماركوس ثورنتون (لاعب كرة سلة مواليد 1987),92988.0
Marcus Thornton,92988.0
Marcus Thornton (baloncestista de 1987),92988.0
"Marcus Thornton (basket-ball, 1987)",92988.0
Marcus Thornton (cestista 1987),92988.0
マーカス・ソーントン (1987年生のバスケットボール選手),92988.0
Marcus Thornton,92988.0
"Торнтон, Маркус",92988.0
"Marcus Thornton (basketball, born 1987)",92988.0
"Marcus Thornton (basketball, born 1992)",107050.0
