http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/weight
Murray Armstrong,77112.0
Murray Armstrong,77112.0
Murray Murdoch,80740.8
Murray Murdoch,80740.8
Nathan LaFayette,86184.0
Nathan LaFayette,86184.0
Nathan McIver,88452.0
Nathan McIver,88452.0
Nathan McIver,88452.0
Nikolai Konstantinowitsch Borschtschewski,80740.8
Nikolai Borschevsky,80740.8
Nikolaï Borchtchevski,80740.8
Nikołaj Borszczewski,80740.8
"Борщевский, Николай Константинович",80740.8
Noel Price,83916.0
Noel Price,83916.0
Noel Price,83916.0
Pascal Trepanier,92988.0
Pascal Trépanier,92988.0
Pascal Trépanier,92988.0
Pat Egan,86184.0
"Игэн, Пэт",86184.0
Patrick Coulombe,83916.0
Patrick Coulombe,83916.0
Paul Bibeault,72576.0
Paul Bibeault,72576.0
Paul Ronty,72576.0
"Ронти, Пол",72576.0
"Paul Thompson (Eishockeyspieler, 1906)",81648.0
"Paul Thompson (ice hockey, born 1906)",81648.0
Paul Thompson (hockey sur glace),81648.0
Pekka Arbelius,76658.4
Pekka Arbelius,76658.4
Pekka Koskela,88000.0
Pekka Koskela,88000.0
Pekka Koskela,88000.0
Pekka Koskela,88000.0
Pekka Koskela,88000.0
Pekka Koskela,88000.0
"Коскела, Пекка",88000.0
Peter Zingoni,86184.0
Pete Zingoni,86184.0
Peter Bakovic,90720.0
Peter Harrold,88452.0
Peter Harrold,88452.0
Peter Harrold,88452.0
Peter Harrold,88452.0
Radovan Somík,87998.4
Radovan Somík,87998.4
Radovan Somík,87998.4
Reg Fleming,86184.0
Reggie Fleming,86184.0
Robb Gordon,81648.0
Roberto Sighel,66000.0
Roberto Sighel,66000.0
Roberto Sighel,66000.0
Roberto Sighel,66000.0
Roberto Sighel,66000.0
Roberto Sighel,66000.0
"Сигель, Роберто",66000.0
Roman Oksiuta,102060.0
Roman Oksiouta,102060.0
"Оксюта, Роман Николаевич",102060.0
Ryan Callahan,84369.6
Ryan Callahan,84369.6
Ryan Callahan,84369.6
Ryan Callahan,84369.6
Ryan Callahan,84369.6
Ryan Callahan,84369.6
"Кэллахан, Райан",84369.6
Réal Chevrefils,81648.0
Scott Horvath,102060.0
Serge Bernier,86184.0
Serge Bernier,86184.0
Serge Bernier,86184.0
Serge Bernier,86184.0
Shawn Belle,106596.0
Shawn Belle,106596.0
Shawn Belle,106596.0
Sinuhe Wallinheimo,90720.0
Sinuhe Wallinheimo,90720.0
Stan Jonathan,79380.0
Steve Guolla,86184.0
Steve Guolla,86184.0
Steve Guolla,86184.0
Steve Konroyd,88452.0
Sylvia Brunner,58000.0
T. J. Hensick,83916.0
T. J. Hensick,83916.0
T. J. Hensick,83916.0
Tom Cassidy,81648.0
Tony Leswick,70308.0
Tony Leswick,70308.0
Tony Leswick,70308.0
"Лесвик, Тони",70308.0
Victor Posa,87544.8
Wladimir Anatoljewitsch Worobjow,102060.0
Vladimir Vorobiev,102060.0
Vladimir Vorobiov,102060.0
Władimir Worobjow (hokeista),102060.0
"Воробьёв, Владимир Анатольевич",102060.0
Vladimír Dzurilla,92988.0
Vladimír Dzurilla,92988.0
Vladimír Dzurilla,92988.0
ヴラジミール・ジュリラ,92988.0
"Дзурилла, Владимир",92988.0
Wally Boyer,72576.0
Wally Boyer,72576.0
Wally Stanowski,81648.0
Wally Stanowski,81648.0
"Становски, Уолли",81648.0
Warren Luhning,90720.0
Wayne Bianchin,81648.0
Wayne Bianchin,81648.0
Zenith Komarniski,90720.0
Zenith Komarniski,90720.0
Benedikt Kohl,83916.0
Benedikt Kohl,83916.0
Brigt Rykkje,73000.0
Brigt Rykkje,73000.0
Brigt Rykkje,73000.0
Brigt Rykkje,73000.0
Brigt Rykkje,73000.0
Christoph Höhenleitner,84823.2
Christoph Hoehenleitner,84823.2
Danny aus den Birken,88905.6
Danny aus den Birken,88905.6
Danny aus den Birken,88905.6
Jan Marek (Eishockeytorwart),78019.2
"Jan Marek (ice hockey, born 1947)",78019.2
Jürgen Penker,89812.8
Juergen Penker,89812.8
Martin Jiranek (Eishockeyspieler),77112.0
Martin Jiranek (ice hockey),77112.0
Michel Périard,83916.0
Michel Périard,83916.0
Mika Poutala,79000.0
Mika Poutala,79000.0
Mika Poutala,79000.0
Mika Poutala,79000.0
"Поутала, Мика",79000.0
Mika Poutala,79000.0
Nathan Robinson,82101.6
Nathan Robinson,82101.6
Rob Hisey,81648.0
Rob Hisey,81648.0
Robby Sandrock,81194.4
Robby Sandrock,81194.4
Sachar Blank,89812.8
Sachar Blank,89812.8
Sachar Blank,89812.8
Sandro Bertaggia,84823.2
Sandro Bertaggia,84823.2
Sandro Bertaggia,84823.2
Sandro Bertaggia,84823.2
Thomas Dolak,84823.2
Thomas Dolak,84823.2
Tommy Jakobsen,82555.2
Tommy Jakobsen,82555.2
Tommy Jakobsen,82555.2
Vlastimil Lakosil,83916.0
Vlastimil Lakosil,83916.0
Youri Ziffzer,84823.2
Youri Ziffzer,84823.2
Youri Ziffzer,84823.2
Andrew Martens,92988.0
Danny Schock,81648.0
Danny Schock,81648.0
Danny Schock,81648.0
Ruslan Faritowitsch Sainullin,98884.8
Rusłan Zajnullin,98884.8
"Зайнуллин, Руслан Фаритович",98884.8
Ruslan Zainullin,98884.8
Adam Courchaine,79380.0
Alexander Alexejewitsch Petschurski,83008.8
"Печурский, Александр Алексеевич",83008.8
Alexander Pechursky,83008.8
Andreas Andersson (ice hockey),90720.0
Andrée Brendheden,97977.6
Andy Blair (ice hockey),80287.2
Art Herchenratter,83916.0
Barry Tabobondung,88452.0
Bob Jay,83916.0
Bob LaForest,88452.0
Bob Neufeld,79380.0
Brad Staubitz,101606.0
Brad Staubitz,101606.0
Brad Staubitz,101606.0
Brian Wilks,81648.0
Bryan Bridges,77112.0
Cal Gardner,79380.0
"Гарднер, Кэл",79380.0
Cal Gardner,79380.0
Cam Paddock,90720.0
Cam Paddock,90720.0
Chris Durno,92988.0
Chris Durno,92988.0
Chris Durno,92988.0
Chris Durno,92988.0
Clarence Behling,88452.0
Con Corbeau,102060.0
Curtis Fraser,91173.6
Curtis Fraser,91173.6
Damien Croux,86184.0
Daniel Ljungkvist,89812.8
Daniel Widing,94802.4
Daniel Widing,94802.4
Dave Gatherum,74844.0
David Goverde,95256.0
Dean Jenkins,86184.0
Dennis Bozic,88905.6
Dennis Bozic,88905.6
Don Howse,82555.2
Don Simmons (ice hockey),68040.0
Doug Grant,90720.0
Ed Diachuk,83916.0
Elwin Romnes,70761.6
Doc Romnes,70761.6
Elwin Romnes,70761.6
Eric Germain,88452.0
Eric Healey,91173.6
Eric Healey,91173.6
Eric Healey,91173.6
Frank Daley,80740.8
Fredrik Styrman,81194.4
Gabriel Karlsson,92988.0
Gary Laskoski,79380.0
Geoffrey Paillet,70761.6
Gilles Boisvert,81648.0
Gilles Boisvert,81648.0
Gordon Haidy,83916.0
Göran Nilsson,83916.0
Henrik Tömmernes,79833.6
Howard Scruton,86184.0
J.D. Watt,88905.6
J. D. Watt,88905.6
Jack Portland,89812.8
Jack Portland,89812.8
Jamie Carroll,90720.0
Jamie Carroll,90720.0
Jan Marek (Eishockeystürmer),84823.2
"Jan Marek (hockey sur glace, 1979)",84823.2
Jan Marek,84823.2
Jan Marek,84823.2
"Марек, Ян",84823.2
"Jan Marek (ice hockey, born 1979)",84823.2
Jared Ross,74844.0
Jared Ross,74844.0
Jared Ross,74844.0
Jere Myllyniemi,83916.0
Jim Archibald,82555.2
Joe Carveth,79380.0
"Карвет, Джо",79380.0
Joe Carveth,79380.0
Johan Lindström,91627.2
Jon Kalinski,79380.0
Jonathon Kalinski,79380.0
Jon Kalinski,79380.0
Ken Priestlay,86184.0
Ken Priestlay,86184.0
Kimmo Koskenkorva,78019.2
Kimmo Koskenkorva,78019.2
Landry Macrez,72122.4
Len Fontaine,74844.0
Len Haley,72576.0
Lloyd Doran,79380.0
Lloyd Haddon,88452.0
Lorry Gloeckner,95256.0
Lude Check,74844.0
Lyle Phair,86184.0
Mark Lamb,81194.4
Mark Lamb,81194.4
Mats Lavander,96616.8
Michal Sersen,92080.8
Michal Sersen,92080.8
Michal Sersen,92080.8
"Серсен, Михал",92080.8
Michal Sersen,92080.8
Mikael Lindholm,87998.4
"Mike Hoffman (ice hockey, born 1980)",113400.0
Mike Needham,83916.0
Mike Needham,83916.0
Mike Walton,79380.0
Mike Walton,79380.0
Mike Walton,79380.0
Milan Chalupa,83916.0
Milan Chalupa,83916.0
Nate Raduns,92988.0
Nate Raduns,92988.0
Nathan Oystrick,100246.0
Nathan Oystrick,100246.0
"Ойстрик, Натан",100246.0
Nathan Oystrick,100246.0
Nick Spaling,96163.2
Nick Spaling,96163.2
"Сполинг, Ник",96163.2
Nick Spaling,96163.2
Niklas Anger,87998.4
Niklas Anger,87998.4
Niklas Persson,92988.0
Niklas Persson,92988.0
Niklas Persson,92988.0
"Перссон, Никлас",92988.0
Niklas Persson,92988.0
Ola Svanberg,89812.8
Ola Svanberg,89812.8
Ollie Reinikka,72576.0
Ollie Reinikka,72576.0
Patrick Dwyer (Eishockeyspieler),83916.0
Patrick Dwyer (hockey sur glace),83916.0
"Дуайер, Патрик",83916.0
Patrick Dwyer (ice hockey),83916.0
Paul Baier,102060.0
Paul Baier,102060.0
"Peter Andersson (Eishockeyspieler, 1965)",89812.8
"Peter Andersson (hockey sur glace, 1965)",89812.8
Peter Andersson (hockeista su ghiaccio),89812.8
"Peter Andersson (ice hockey, born 1965)",89812.8
"Peter Andersson (Eishockeyspieler, 1991)",87998.4
"Peter Andersson (hockey sur glace, 1991)",87998.4
"Peter Andersson (ice hockey, born 1991)",87998.4
Peter Helander,83916.0
Peter Helander,83916.0
Peter Helander,83916.0
Peter Lorentzen,86637.6
Peter Lorentzen,86637.6
Peter Lorentzen,86637.6
Peter Taglianetti,90720.0
Peter Taglianetti,90720.0
Peter Taglianetti,90720.0
Peter Taglianetti,90720.0
Phil Hoene,86184.0
Phil Watson,74844.0
Phil Watson,74844.0
Phil Watson,74844.0
Pierre-Luc Létourneau-Leblond,97524.0
Pierre-Luc Létourneau-Leblond,97524.0
Pierre-Luc Létourneau-Leblond,97524.0
Quentin Garcia,75751.2
Richard Gynge,88905.6
Richard Gynge,88905.6
Richard Gynge,88905.6
"Гюнге, Рихард",88905.6
Richard Gynge,88905.6
Robbie Drummond,79380.0
Rob Drummond,79380.0
Roland Cloutier,71215.2
Roland Cloutier,71215.2
Romain Masson,79833.6
Romain Masson,79833.6
Ron Scott,70308.0
Ryan Savoia,92988.0
Sergei Sergejewitsch Gaidutschenko,100699.0
Sergueï Gaïdoutchenko,100699.0
Serhij Hajduczenko,100699.0
"Гайдученко, Сергей Сергеевич",100699.0
Sergei Gaiduchenko,100699.0
Steve MacIntyre,113400.0
Steve MacIntyre,113400.0
Thomas Kärrbrandt,82101.6
Tom Thurlby,79380.0
Tommy Enström,83916.0
Tony Bukovich,72576.0
Tyler Sloan,92988.0
Tyler Sloan,92988.0
"Слоун, Тайлер",92988.0
泰勒·斯隆,92988.0
Tyler Sloan,92988.0
Ulf Isaksson,83916.0
Ulf Isaksson,83916.0
Ulf Isaksson,83916.0
Victor Öhman,84823.2
Walter Rooney,63504.0
Warren Holmes,86184.0
Wayne Chernecki,86184.0
Wilbert Hiller,77112.0
Wilbert Hiller,77112.0
Yoann Chauvière,73029.6
Bernie Federko,88452.0
Bernie Federko,88452.0
Bernie Federko,88452.0
バーニー・フェデルコ,88452.0
"Федерко, Берни",88452.0
Garnet Bailey,81648.0
Garnet Bailey,81648.0
Garnet Bailey,81648.0
Garnet Bailey,81648.0
Garnet Bailey,81648.0
Adam Smith (ice hockey),97524.0
Al McDonough,74844.0
Al McDonough,74844.0
Andrew Murray (Eishockeyspieler),95256.0
Andrew Murray (hockey sur glace),95256.0
Andrew Murray (ice hockey),95256.0
"Мюррей, Эндрю (хоккеист)",95256.0
André Lacroix,79380.0
André Lacroix (ice hockey),79380.0
André Lacroix (hockey sur glace),79380.0
André Lacroix (hockeista su ghiaccio),79380.0
Ansiel Galimow,77112.0
"Галимов, Ансель Габдельнурович",77112.0
Ansel Galimov,77112.0
Anson Carter,99338.4
Anson Carter,99338.4
Anson Carter,99338.4
Anson Carter,99338.4
"Картер, Энсон",99338.4
Aran Fox,66679.2
Babe Dye,68040.0
Babe Dye,68040.0
Cecil Dye,68040.0
Babe Pratt,96163.2
Babe Pratt,96163.2
Babe Pratt,96163.2
Babe Pratt,96163.2
Babe Siebert,82555.2
Babe Siebert,82555.2
Albert Siebert,82555.2
Babe Siebert,82555.2
"Сиберт, Альберт",82555.2
Bill Evo,86184.0
Bill Prentice,86184.0
Bob Brown (ice hockey),87998.4
Bob Kudelski,90720.0
Bob Kudelski,90720.0
بوني بلير,58968.0
Bonnie Blair,58968.0
Bonnie Blair,58968.0
Bonnie Blair,58968.0
Bonnie Blair,58968.0
Bonnie Blair,58968.0
ボニー・ブレア,58968.0
Bonnie Blair,58968.0
Bonnie Blair,58968.0
"Блэйр, Бонни",58968.0
Brad Miller (ice hockey),102514.0
Brandon Reid,83916.0
Brandon Reid,83916.0
Brandon Reid,83916.0
Brandon Reid,83916.0
Brett Hauer,92988.0
Brett Hauer,92988.0
Brett Hauer,92988.0
Brian White (Eishockeyspieler),88452.0
Brian White (ice hockey),88452.0
Bruce Boudreau,82555.2
Bruce Boudreau,82555.2
Bruce Boudreau,82555.2
Bruce Boudreau,82555.2
"Будро, Брюс",82555.2
Bruno St. Jacques,95256.0
Bruno St. Jacques,95256.0
Bruno St-Jacques,95256.0
Bryan Allen (ice hockey),99792.0
Bryan Allen,99792.0
Bryan Allen,99792.0
"Аллен, Брайан",99792.0
Bryan Helmer,94348.8
Bryan Helmer,94348.8
Calle Johansson,92080.8
Calle Johansson,92080.8
Calle Johansson,92080.8
Calle Johansson,92080.8
Charlie Coyle,99792.0
Charlie Coyle,99792.0
"Койл, Чарли",99792.0
Charlie Coyle,99792.0
Chris Collins,84369.6
Chris Collins (ice hockey),84369.6
Chris Owens (ice hockey),83916.0
Chris St. Jacques,82101.6
Chris Stewart (Eishockeyspieler),103421.0
Chris Stewart (ice hockey),103421.0
Chris Stewart (hockey sur glace),103421.0
"Chris Stewart (ice hockey, born 1961)",78926.4
Claude Lefebvre (ice hockey),78019.2
Colin Campbell (ice hockey),86184.0
Craig Hartsburg,90720.0
Craig Hartsburg,90720.0
Craig Hartsburg,90720.0
Dale Tallon,88452.0
Dale Tallon,88452.0
Dale Tallon,88452.0
"Жарков, Даниил Эдгардович",94348.8
Daniil Zharkov,94348.8
Darrel Scoville,94348.8
Darrel Scoville,94348.8
Darrel Scoville,94348.8
David Musil,93895.2
David Musil,93895.2
David Williams (Eishockeyspieler),88452.0
David Williams (ice hockey),88452.0
Dean Prentice,74844.0
Dean Prentice,74844.0
Dean Prentice,74844.0
Devin Setoguchi,92988.0
Devin Setoguchi,92988.0
Devin Setoguchi,92988.0
"Сетогучи, Девин",92988.0
Don Murdoch,95256.0
Don Murdoch,95256.0
Donald Brashear,108864.0
Donald Brashear,108864.0
Donald Brashear,108864.0
Donald Brashear,108864.0
Edo Hafner,83916.0
Edo Hafner,83916.0
Eetu Koski,84823.2
Eric Prentice,68040.0
Fernie Flaman,86184.0
Fernie Flaman,86184.0
Fernie Flaman,86184.0
Francis Bouillon,90720.0
Francis Bouillon,90720.0
Francis Bouillon,90720.0
"Бульон, Франсис",90720.0
Frank Corrado,88452.0
"Коррадо, Фрэнк",88452.0
Frank Corrado,88452.0
Frank Doyle,79380.0
Frank Doyle (ice hockey),79380.0
Frank Doyle (hockey sur glace),79380.0
Frank Musil,97524.0
František Musil,97524.0
František Musil,97524.0
Frank Musil,97524.0
"Мусил, Франтишек",97524.0
François Lacombe,83916.0
François Lacombe (hockey sur glace),83916.0
Gary Doyle,70308.0
Greg Poss,79380.0
Greg Poss,79380.0
Greg Poss,79380.0
Guillaume Lefebvre,88452.0
Guillaume Lefebvre,88452.0
Guillaume Lefebvre,88452.0
Gus Mortson,86184.0
Gus Mortson,86184.0
"Мортсон, Гас",86184.0
Gus Mortson,86184.0
Harry Smith (ice hockey),90720.0
Hubie McDonough,81648.0
Hubie McDonough,81648.0
Hy Buller,83008.8
Ilja Nikolajewitsch Brysgalow,96616.8
Ilya Bryzgalov,96616.8
Ilia Bryzgalov,96616.8
Il'ja Bryzgalov,96616.8
Ilja Bryzgałow,96616.8
"Брызгалов, Илья Николаевич",96616.8
Ilya Kovalchuk,104328.0
Ilja Walerjewitsch Kowaltschuk,104328.0
Ilia Kovaltchouk,104328.0
Il'ja Koval'čuk,104328.0
イリヤ・コワルチュク,104328.0
Ilja Kowalczuk,104328.0
"Ковальчук, Илья Валерьевич",104328.0
Jared Spurgeon,83916.0
Jared Spurgeon,83916.0
Jared Spurgeon,83916.0
Jason Miller (Eishockeyspieler),86184.0
Jason Miller (hockey sur glace),86184.0
Jason Miller (ice hockey),86184.0
Jason Williams (Eishockeyspieler),87998.4
Jason Williams (ice hockey),87998.4
Jason Williams (hockey sur glace),87998.4
Jason Williams (hockeista su ghiaccio),87998.4
Jean-Marc Pelletier,95256.0
Jean-Marc Pelletier,95256.0
Jesse Bélanger,87091.2
Jesse Bélanger,87091.2
Jesse Bélanger,87091.2
Jim Cunningham (ice hockey),83916.0
Jim Lorentz,81648.0
Jimmy Bonneau,102060.0
Jimmy Bonneau,102060.0
Joe Corvo,92988.0
Joe Corvo,92988.0
Joe Corvo,92988.0
"Корво, Джо",92988.0
John Davidson (ice hockey),92988.0
John Erskine (Eishockeyspieler),99792.0
John Erskine (ice hockey),99792.0
John Erskine (hockey sur glace),99792.0
"Эрскин, Джон",99792.0
John Gray (ice hockey),81648.0
John Rogers,79380.0
John Rogers (ice hockey),79380.0
John Scott (Eishockeyspieler),117936.0
John Scott (deportista),117936.0
John Scott (hockey sur glace),117936.0
John Scott (hokeista),117936.0
"Скотт, Джон",117936.0
John Scott (ice hockey),117936.0
John Wright (ice hockey),79380.0
John Wright (hockey sur glace),79380.0
John Wright (hockeista su ghiaccio),79380.0
Johnny McKinnon,77112.0
Johnny McKinnon,77112.0
Johnny Quilty,81648.0
Johnny Quilty,81648.0
Johnny Quilty,81648.0
Jon Sim,87091.2
Jon Sim,87091.2
Jonathan Sim,87091.2
"Сим, Джон",87091.2
Jonas Andersson (ice hockey),96163.2
Jonas Andersson,96163.2
Jonas Andersson (hokeista),96163.2
"Андерссон, Юнас",96163.2
Jonathan Johnson (ice hockey),77112.0
Kevin Seibel,82101.6
Larry Regan,73483.2
Larry Regan,73483.2
Larry Regan,73483.2
Larry Regan,73483.2
Lorne Anderson,75297.6
Lorne Carr,72576.0
Lorne Chabot,83916.0
Lorne Chabot,83916.0
Lorne Chabot,83916.0
Lorne Davis,86184.0
Lorne Davis,86184.0
Lorne Henning,83916.0
Marc-André Bergeron,89812.8
Marc-André Bergeron,89812.8
Marc-André Bergeron,89812.8
"Бержерон, Марк-Андре",89812.8
Mark Bell (ice hockey),99792.0
Mark Bell (Eishockeyspieler),99792.0
Mark Bell (hockey sur glace),99792.0
Mark Eaton (ice hockey),96163.2
Mark Eaton (Eishockeyspieler),96163.2
Mark Eaton (hockey sur glace),96163.2
Mark Eaton (hockeista su ghiaccio),96163.2
"Итон, Марк (хоккеист)",96163.2
Mark Richardson (Eishockeyspieler),84823.2
Mark Richardson (ice hockey),84823.2
Mattias Lindström (ice hockey),96163.2
Michael Ryan (Eishockeyspieler),86637.6
Michael Ryan (ice hockey),86637.6
Michael Ryan (hockey sur glace),86637.6
Mickey Redmond,77112.0
Mickey Redmond,77112.0
Mickey Redmond,77112.0
Mike Lalor,90720.0
Mike Lalor,90720.0
Mitchell Villani,72122.4
Mitchell Villani,72122.4
Mush March,69854.4
Mush March,69854.4
Harold March,69854.4
Natalie Spooner,82101.6
Natalie Spooner,82101.6
"Спунер, Натали",82101.6
Natalie Spooner,82101.6
Nathan Craze,79380.0
Normand Lacombe,92988.0
Normand Lacombe,92988.0
Aleh Antonenka,92080.8
Aleh Antonenka,92080.8
Aleh Antonienka,92080.8
"Антоненко, Олег Владимирович",92080.8
Oleg Antonenko,92080.8
Oleg Fjodorowitsch Twerdowski,95709.6
Oleg Tverdovsky,95709.6
Oleg Tverdovski,95709.6
Oleg Twierdowski,95709.6
"Твердовский, Олег Фёдорович",95709.6
Ossi Saarinen,83008.8
Pavel Musil,78019.2
Pierre Larouche,79380.0
Pierre Larouche,79380.0
Pierre Larouche (hockey sur glace),79380.0
Randy Burridge,81648.0
Randy Cunneyworth,83916.0
Randy Cunneyworth,83916.0
Randy Holt,83916.0
Randy Holt,83916.0
Randy Jones (Eishockeyspieler),95256.0
Randy Jones (ice hockey),95256.0
Randy Jones (hockey sur glace),95256.0
"Джонс, Рэнди (хоккеист)",95256.0
Randy Ladouceur,99792.0
Randy Ladouceur,99792.0
Randy Ladouceur,99792.0
Randy Robitaille,90720.0
Randy Robitaille,90720.0
Randy Robitaille,90720.0
Randy Robitaille,90720.0
Randy Robitaille,90720.0
"Робитайл, Рэнди",90720.0
Gordon Berenson,88452.0
Red Berenson,88452.0
Gordon Berenson,88452.0
"Беренсон, Гордон",88452.0
Rob Shearer,84823.2
Rob Shearer,84823.2
Ryan Lannon,99792.0
Ryan Spooner,79380.0
Ryan Spooner,79380.0
Ryan Spooner,79380.0
Sandra Zwolle,65000.0
Sandra Zwolle,65000.0
Sandra Zwolle,65000.0
Scotty Cameron (ice hockey),74844.0
Shay Stephenson,90720.0
Shay Stephenson,90720.0
Shay Stephenson,90720.0
Simo Saarinen,80740.8
Simo Saarinen,80740.8
Simo Saarinen,80740.8
Sondre Olden,83916.0
Sondre Olden,83916.0
"Ульден, Сондре",83916.0
Sondre Olden,83916.0
Sprague Cleghorn,86184.0
Sprague Cleghorn,86184.0
Sprague Cleghorn,86184.0
Stan Marple,87998.4
Steve Cardwell,86184.0
Steve Dubinsky,86184.0
Steve Larouche,81648.0
Steve Larouche,81648.0
Steve Shields,97524.0
Steve Shields (ice hockey),97524.0
Steve Shields (hockey sur glace),97524.0
Steve Stone (hockey sur glace),77112.0
Steve Stone (ice hockey),77112.0
Sylvain Lefebvre,92534.4
Sylvain Lefebvre,92534.4
Sylvain Lefebvre,92534.4
"Лефевр, Сильвен",92534.4
Thomas Oppenheimer,87091.2
Thomas Oppenheimer,87091.2
Thomas Oppenheimer,87091.2
Troy Bodie,99792.0
Troy Bodie,99792.0
"Боди, Трой",99792.0
Troy Bodie,99792.0
Tyler Spurgeon,86184.0
Tyler Spurgeon,86184.0
Udo Kießling,81648.0
Udo Kiessling,81648.0
Udo Kiessling,81648.0
Udo Kiessling,81648.0
"Кисслинг, Удо",81648.0
Wayne Presley,81648.0
Wayne Presley,81648.0
Willy Lindström,77112.0
Willy Lindström,77112.0
Willy Lindström,77112.0
Yūya Oikawa,70000.0
Yuya Oikawa,70000.0
及川佑,70000.0
Yuya Oikawa,70000.0
Yūya Oikawa,70000.0
"Оикава, Юя",70000.0
Yūya Oikawa,70000.0
Éric Bélanger,83916.0
Éric Bélanger,83916.0
Éric Bélanger,83916.0
Éric Bélanger,83916.0
"Беланже, Эрик",83916.0
Ajay Baines,80740.8
Aleksandr Miedwiediew (hokeista),84823.2
"Медведев, Александр Юрьевич",84823.2
Alexander Medvedev (ice hockey),84823.2
Allan Bester,70308.0
Allan Bester,70308.0
Allen Pedersen,92988.0
Bob Sullivan,102060.0
Bob Sullivan (ice hockey),102060.0
Charles Hamelin,71000.0
Charles Hamelin,71000.0
Charles Hamelin,71000.0
Charles Hamelin,71000.0
Charles Hamelin,71000.0
Charles Hamelin,71000.0
"Амлен, Шарль",71000.0
查理·哈梅林,71000.0
Dan Bylsma,97524.0
Dan Bylsma,97524.0
Dan Bylsma,97524.0
"Байлсма, Дэн",97524.0
Denis Walerjewitsch Denissow,83008.8
Denis Denissov,83008.8
Dienis Dienisow,83008.8
"Денисов, Денис Валерьевич",83008.8
Denis Denisov,83008.8
Jewgeni Wladimirowitsch Medwedew,87091.2
Ievgueni Medvedev,87091.2
Jewgienij Miedwiediew,87091.2
"Медведев, Евгений Владимирович",87091.2
Evgeny Medvedev,87091.2
Felix Eriksson,73936.8
François Hamelin,70000.0
François Hamelin,70000.0
François Hamelin,70000.0
François Hamelin,70000.0
"Амлен, Франсуа",70000.0
弗朗索瓦·哈梅林,70000.0
François Hamelin,70000.0
Garry Edmundson,79380.0
Jarod Palmer,90720.0
John Blue (ice hockey),83916.0
Jonathon Blum,87998.4
Jonathon Blum,87998.4
Jonathon Blum,87998.4
Josh Meyers,83916.0
Josh Meyers (ice hockey),83916.0
Ken Leiter,88452.0
Kevin Hodson,82555.2
Kevin Hodson,82555.2
Kirill Alexeyev,97977.6
Larry Patey,83916.0
Ludvig Engsund,79833.6
Marcel Jenni,87998.4
Marcel Jenni,87998.4
Marcel Jenni,87998.4
Marcel Jenni,87998.4
Marius Holtet,96163.2
Marius Holtet,96163.2
Marius Holtet,96163.2
Marius Holtet,96163.2
Matt Hussey,95256.0
Matt Hussey,95256.0
Matt Hussey,95256.0
Mikko Eloranta,86184.0
Mikko Eloranta,86184.0
Mikko Eloranta,86184.0
Mikko Koivu,97524.0
Mikko Koivu,97524.0
Mikko Koivu,97524.0
Mikko Koivu,97524.0
Mikko Koivu,97524.0
"Койву, Микко",97524.0
Mikko Vainonen,100699.0
Richie Regehr,88452.0
Richie Regehr,88452.0
Richie Regehr,88452.0
Rick Lanz,92080.8
Rick Lanz,92080.8
Robert Reichel,82555.2
Robert Reichel,82555.2
Robert Reichel,82555.2
Robert Reichel,82555.2
ロベルト・ライヘル,82555.2
Robert Reichel,82555.2
Robyn Regehr,102060.0
Robyn Regehr,102060.0
Robyn Regehr,102060.0
Robyn Regehr,102060.0
Robyn Regehr,102060.0
"Регир, Робин",102060.0
"Ryan Murphy (ice hockey, born 1979)",92988.0
"Ryan Murphy (ice hockey, born 1983)",83916.0
"Ryan Murphy (Eishockeyspieler, 1993)",83916.0
Ryan Murphy (hockey sur glace),83916.0
"Ryan Murphy (ice hockey, born 1993)",83916.0
Scott Jackson,96616.8
Scott Jackson (ice hockey),96616.8
Uladsimir Dsjanissau,93895.2
Ouladzimir Dzianissaw,93895.2
Uładzimir Dzianisau,93895.2
"Денисов, Владимир Михайлович",93895.2
Vladimir Denisov (ice hockey),93895.2
Yvonne van Gennip,66000.0
إيفون فان غينيب,66000.0
Yvonne van Gennip,66000.0
Yvonne van Gennip,66000.0
Yvonne van Gennip,66000.0
Yvonne van Gennip,66000.0
Yvonne van Gennip,66000.0
イヴォンヌ・ファン・ヘニップ,66000.0
Yvonne van Gennip,66000.0
"Ван Геннип, Ивонн",66000.0
Zach Hyman,95256.0
Zach Hyman,95256.0
Alex Bourret,92988.0
Alex Bourret,92988.0
Alexander Jurjewitsch Seliwanow,94348.8
Alexander Selivanov,94348.8
Aleksandr Selivanov,94348.8
Aleksandr Sieliwanow,94348.8
"Селиванов, Александр Юрьевич",94348.8
Alexandre Rouleau,89812.8
Alexandre Rouleau,89812.8
Alexandre Rouleau,89812.8
Allie Thunstrom,65772.0
Anatoli Filatov,92988.0
Andrei Sergejewitsch Subarew,91627.2
Andreï Zoubarev,91627.2
Andriej Zubariew,91627.2
"Зубарев, Андрей Сергеевич",91627.2
Andrei Zubarev,91627.2
Andy Bathgate,83008.8
Andy Bathgate,83008.8
Andy Bathgate,83008.8
Andy Bathgate,83008.8
アンディ・バスゲイト,83008.8
Andy Bathgate,83008.8
Aris Brimanis,97524.0
Aris Brimanis,97524.0
Aris Brimanis,97524.0
Bill Baker (ice hockey),87091.2
Bill Baker,87091.2
Bill Baker,87091.2
Bill Folk,86184.0
Bob Suter,81194.4
Bob Suter,81194.4
